Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Rating
83.0,application developer,LinkedIn,2285360218,Application (Development) Specialist,QEEtHmGitTQj82K07hdAOw==,Nearfield Instruments BV,"Rotterdam, South Holland, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Computer Software', 'Mechanical or Industrial Engineering']","Nearfield Instruments brings together the most creative minds in science and technology to develop a revolutionary high throughput atomic force microscopy AFM system, enabling atomscale resolution 3D metrology at industrylevel throughput We design, develop, integrate, market and service these advanced metrology machines, , , , The Application team consists of Product Development, AFM Application Development, Application Service, Field Application Engagement, Measurement Setup, System Training, and Technical Support The application team aims to partner with our customers to maintain the high performance and productivity of our products through a flexible portfolio of services, , You own NFI AFM Metrology System Applications and are responsible for coordination of system development, AFM metrology technology development, new applications developments, customer demos, application acceptances, maintenance of metrology quality, benchmarking and technical engagements to drive customer adoption, and strategic semiconductor industry market penetrations, , , , , , , , , Besides a technically challenging role where you can utilize the full extend of your professional knowledge, we value your worklive balance and the time for some relaxation Boost your energy by playing a match of table tennis or clear your mind during our weekly run with colleagues, , We rely on each others qualities, capabilities and we motivate one another to get the best out of ourselves and each other We are here to support one another, and colleagues are there to help you TEAM is very important, Together Everyone Achieves More, , We look forward to hear from you, , If the above mix of technical and personal challenges excites you, we encourage you to send us your details using the Apply now button If you have any questions before applying or would like to have a general conversation about Nearfield Instruments, you can contact our Recruiter, Harald van Klaveren on 3106 1464 7117 or send an email to haraldvanklaverennearfieldinstrumentscom",Full-time,https://www.linkedin.com/jobs/view/externalApply/2285360218?url=https%3A%2F%2Fcareers%2Enearfieldinstruments%2Ecom%2Fapplication-development-specialist%2Fen&urlHash=NlhL&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/application-development-specialist-at-nearfield-instruments-b-v-2285360218?refId=c546b4e6-1a65-4a48-b7a8-8118f92759fb&trackingId=QEEtHmGitTQj82K07hdAOw%3D%3D&position=8&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
85.0,application developer,LinkedIn,2321519740,Senior Developer,Xd5X7Q2IHTexJRA9UhvcwA==,RELX,"Amsterdam, North Holland, Netherlands",['Computer Software'],"BASIC FUNCTIONS As a Senior developer you will work within the Nextens software team, designing, developing, integrating and testing our bestinclass tax return software You will be drawing on your experience to help come up with creative architectural solutions to day to day problems, as well as mentoring morejunior members of the team, , , , , , , , ACCOUNTABILITIES, , , RBI is an equal opportunity employer qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321519740?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fb8fb0b4d-fcb9-4736-8dc7-fbea864ce5ae%3Fjid%3Dcc7a7aacf21e20540f0398e1a179c71b760bdb7527ac9b492408b97eff6b9203%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=zAe3&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-developer-at-relx-2321519740?refId=c546b4e6-1a65-4a48-b7a8-8118f92759fb&trackingId=Xd5X7Q2IHTexJRA9UhvcwA%3D%3D&position=10&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
87.0,application developer,LinkedIn,2302097888,APP Developer,ms+lXJYwg+Du8KCzRqyO+g==,Pentasia,"Nederland, Overijssel, Netherlands","['Information Technology and Services', 'Computer Software', 'Consumer Electronics']","App Developer, , Are you looking for a new opportunity and do you have expertise in the field of app development, , We partnered with this exciting startup in the Netherlands A company specialized in Research, Development, and Manufacturing of LED Light We have offices in the Netherlands, China, the US, and India, with our headquarters in the Netherlands, , In their Dutch team, they are looking for an app developer that can build and improve apps You will work together with their team to create new, innovative, and exciting products, , As a fulltime 40 hours app developer you will be in charge of developing and improving apps for various brands and clients You will manage a team of developers in India and provide them with feedback and guidance in their work",Full-time,https://www.linkedin.com/jobs/view/externalApply/2302097888?url=http%3A%2F%2Fwww%2Eexperteer%2Enl%2Fcareer%2Flp%2Fsignup_vertical_full_job%2F1_2018%3Fjob_id%3D23483392%26affiliate%3Daffnl_131%26utm_medium%3Dmetasearch%26utm_source%3Dlinkedin%26utm_content%3Djob&urlHash=sN9H&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/app-developer-at-pentasia-2302097888?refId=c546b4e6-1a65-4a48-b7a8-8118f92759fb&trackingId=ms%2BlXJYwg%2BDu8KCzRqyO%2Bg%3D%3D&position=12&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
90.0,application developer,LinkedIn,2004851277,Senior Developer - Accommodations - Selection & Supply Tech,JLHZbngb6tNMR+J4Yz5pAw==,Bookingcom,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Internet', 'Leisure, Travel & Tourism']","It wasnt so long ago that booking a trip to see the Eiffel Tower, stroll down New Yorks iconic Madison Avenue or feel the sand between our toes on Copacabana Beach was simply a matter of a few taps on our smartphone In fact, thats what we do at Bookingcom We make it easier for everyone to experience the world And while that world might feel a little farther away right now, were busy preparing for when the world is ready to travel once more Across our offices worldwide, we continue to innovate To solve for some of the most complex challenges in travel and technology, and to plan for the exciting developments that lie ahead With strategic longterm investments into what we believe the future of travel can be, we are opening up new career opportunities that will have a strong impact on our missionWe are united in the belief that our very human desire to explore the planets beauty and discover more about other people and cultures will endure The world is waiting for us Together, we will be ready, , With over 16 million room nights booked every day, accommodation represents the largest share of our business to date Our mission is to deliver the best customer experience and the most varied selection of properties, , At Bookingcom we combine the best traits of a startup with the resources of planet Earths 1 accommodation website We are working towards creating the ultimate travel experience, building and improving great products for both travellers and the accommodation partners, , , , Our products  services are available on Web, Mobile and API platforms, and span across various supply aspects of Bookingcom accommodation business  from inventory acquisition to displaying rooms to our customers Our can search through 13 TB of data more than 100 Billion price points in less than 50 milliseconds Youll work with Senior and Principal engineers from the team on bringing it to the next level and enabling other teams to create products for customers and accommodation partners, , , , , , , , , , , , , Bookingcom is proud to be an equal opportunity workplace and is an affirmative action employer All qualified applicants will receive consideration for employment without regard to race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status We strive to move well beyond traditional equal opportunity and work to create an environment that allows everyone to thrive",Full-time,https://www.linkedin.com/jobs/view/externalApply/2004851277?url=https%3A%2F%2Fcareers%2Ebooking%2Ecom%2Fjob%2FBOOKUS2330263EXTERNAL%2FSenior-Developer-Accommodations-Selection-Supply-Tech%3Futm_source%3Dlinkedin%26utm_medium%3Dphenom-feeds&urlHash=zNNN&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-developer-accommodations-selection-supply-tech-at-booking-com-2004851277?refId=c546b4e6-1a65-4a48-b7a8-8118f92759fb&trackingId=JLHZbngb6tNMR%2BJ4Yz5pAw%3D%3D&position=15&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
93.0,application developer,LinkedIn,2327347203,React Native Application Developer,3GoW3p8cRwD6JKAgim3Nrg==,XABLU  The Cross Platform Company,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Internet']","React Native Application Developer, , Amsterdam, NoordHolland, Netherlands  Salary Market related  Consultant communications, , React Native Application Developer, , Location Amsterdam, NL, , Job TypeLength 4month contract potential to extend, , ConSol Partners client are looking for a React Native Application developer who will work in a scrum team of 10 people 8 developers and 2 testers, , , , , , ConSol Partners, , We are a leading consultancy in the niche IT sector We work with companies ranging from small startups to multinational conglomerates on both permanent and freelance positions, , ConSol Partners focus only on niche markets to give unrivalled access to our extensive network of highly skilled candidates so we can delivery only the highest quality to our clients, , Founded in 2008, ConSol Partners are one of the worlds leading technology recruitment brands with headquarters in the City of London and international offices in Los Angeles, Texas  Berlin ConSol Partners provide permanent and contract recruitment solutions to FTSE  Fortune 500 companies, global brands and startups across the internet supply chain of Communications, Cloud and Digital",Contract,https://www.linkedin.com/jobs/view/externalApply/2327347203?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3Dcad296c5363e%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfaddcadfeadc8ddebdd79ddaaaddgddbadddfdda3dedcacbfec3ddcg3e&urlHash=NjNG&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/react-native-application-developer-at-xablu-the-cross-platform-company-2327347203?refId=c546b4e6-1a65-4a48-b7a8-8118f92759fb&trackingId=3GoW3p8cRwD6JKAgim3Nrg%3D%3D&position=18&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
94.0,application developer,LinkedIn,2224704303,Lead Developer - Asset Management - ServiceNow,sxZXAuBkqebbxiSu8pd7QQ==,Bookingcom,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Internet', 'Leisure, Travel & Tourism']","It wasnt so long ago that booking a trip so see the Eiffel Tower, stroll down New Yorks iconic Madison Avenue or feel the sand between our toes on Copacabana Beach was simply a matter of a few taps on our smartphone, , In fact, thats what we do at Bookingcom We make it easier for everyone to experience the world And while that world might feel a little farther away right now, were busy preparing for when the world is ready to travel once more, , Across our offices worldwide, we continue to innovate To solve for some of the most complex challenges in travel and technology, and to plan for the exciting developments that lie ahead With strategic longterm investments into what we believe the future of travel can be, we are opening up new career opportunities that will have a strong impact on our mission, , We are united in the belief that our very human desire to explore the planets beauty and discover more about other people and cultures will endure The world is waiting for us Together, we will be ready, , , , As an enabler to our mission we continually invest in our internal infrastructure to enable creating these experiences We are investing in implementing a bestofclass asset management platform to implement a sustainable, single source of truth asset management solution, where all assets are recorded and managed throughout their lifecycle which meet Bookingcoms regulatory obligations and external demands whilst delivering our business objectives, , Were looking for a Lead Developer  Architect who likes to ask the right questions to the right people in order to align our business strategy with their area, demonstrating broad business knowledge and fierce customerfocus You take the lead in developing the community and inspire others to do their best work You are a role model, mentor and strategist who execute technical tasks with excellence, , In this role you will be the de facto CMDB Platform ie ServiceNow Architect accountable for the overall health of automationtooling You will partner with asset owning teams ie ITS, Networking, Servers, etc as they tie their systems and workflows into the CMDB As the technical leader you will analyze new business requirements and technical implementation solutions using industry best practices, advanced system administration knowledge of the platform to design, build and customise the platform, , , , , , , , , , , We value Diversity of all types and in an open, dynamic workplace This has been a pillar at Bookingcom since day one, and something we continue to strongly believe in and build today, , Bookingcom is proud to be an equal opportunity workplace and is an affirmative action employer All qualified applicants will receive consideration for employment without regard to race, colour, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status We strive to move well beyond traditional equal opportunity and work to create an environment that allows everyone to thrive",Full-time,https://www.linkedin.com/jobs/view/externalApply/2224704303?url=https%3A%2F%2Fcareers%2Ebooking%2Ecom%2Fjob%2FBOOKUS2420444EXTERNAL%2FLead-Developer-Asset-Management-ServiceNow%3Futm_source%3Dlinkedin%26utm_medium%3Dphenom-feeds&urlHash=a21V&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-developer-asset-management-servicenow-at-booking-com-2224704303?refId=c546b4e6-1a65-4a48-b7a8-8118f92759fb&trackingId=sxZXAuBkqebbxiSu8pd7QQ%3D%3D&position=19&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
97.0,application developer,LinkedIn,2270554136,Lead Developer,pNkqS6StAfRCaaZp87Q7zg==,One Shoe,"Utrecht, Utrecht, Netherlands","['Information Technology and Services', 'Computer Software', 'Internet']","Are you the Technical Lead we are looking for Full time  Utrecht About The Job As a Lead Developer you are able to visualize the project architecture and lead the technical team throughout execution It is your overall responsibility to ensure technical development is on track You work with clients directly, will translate user stories in level of effort estimates and manage developers by encouraging quality, productivity and accountability You will focus your efforts to meet development schedules, stated estimates, technical specifications and design requirements You will also be the face of the company towards the Drupal community, attend and speak at international events You are responsible for contribution in various ways, from code to events This position is diverse and fun You will report directly to the Chief Technology Officer and work side by side with the CEO, who is a board member of the Drupal association Your typical work week might include",Full-time,https://www.linkedin.com/jobs/view/externalApply/2270554136?url=https%3A%2F%2Fwww%2Evacatures%2Enl%2Fvacature%2Flead-developer%3A42290059%2F&urlHash=IzQP&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-developer-at-one-shoe-2270554136?refId=c546b4e6-1a65-4a48-b7a8-8118f92759fb&trackingId=pNkqS6StAfRCaaZp87Q7zg%3D%3D&position=22&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
106.0,application developer,LinkedIn,2306133862,App Developer wanted in Rotterdam center at Sounders Music,W32h4EB6ROqfNIhPyeq3fw==,Stageplazanl,"Rotterdam, South Holland, Netherlands","['Marketing and Advertising', 'Information Technology and Services', 'Internet']","Taakomschrijving, , Do you want to gain experience in a fastgrowing music tech company Then come and work at dit bedrijf for at least five months Our office is located in the Millennial Tower of Rotterdam which is less than two minutes walking from Central Station, , , , Our Mission is to create the new market standard to discover new potential hits and successfully guide music talent dit bedrijf has developed their own technology since 2012 in the Netherlands with a focus on the entertainment branch The technology, includes sophisticated algorithms, dataproviding and analyses possibilities, apps, uploadportals and statistics and is able to make hitpredictions about the success of content, , We believe that we have the power to innovate with companies, while at the same time we understand the practical needs to achieve our goals Our software can be customized and tailormade to fit business and users needs dit bedrijfs solutions are the technology assets and can be used for data enrichment for strategic decisions The software is userinterface friendly in combination with refined algorithms based on mathematics and statistics, , , , During a five or sixmonth program depending on your requirements, guided by our head of technology, you will learn how to build a productionready native Kotlin app from scratch, based on API documentation and Figma designs Well help you understand Kotlin coroutines, custom views, audio visualization and a whole lot more There will be a lot of selfstudy and hard work required, but if you finish the project during your internship, an additional financial reward awaits you Additionally, well then get you acquainted with buttersmooth animations and gestures using reactnative app development, , , , , , We like to occasionally work remotely and have flexible working hours We actively stimulate commuting outside of rush hours This does also mean that days can start late and end late Well work with you to fit this internship into your schedule, as long as you work with us to fit it into ours, , Wil je graag meer zien Log in of schrijf je in, Nu solliciteren",Full-time,https://www.linkedin.com/jobs/view/externalApply/2306133862?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D8648d41559e3%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfdd8cddaeddc8dd8badc9ddcaddfgddbaddbfdd73aebcdcdfec3ddcg3e&urlHash=zq0m&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/app-developer-wanted-in-rotterdam-center-at-sounders-music-at-stageplaza-nl-2306133862?refId=b3664ac7-2648-4ad3-b2f5-4481c8ae2950&trackingId=W32h4EB6ROqfNIhPyeq3fw%3D%3D&position=6&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
108.0,application developer,LinkedIn,2317368626,Senior Backend Developer,SxNyUMMKL/9DpU78yriZFw==,Burst,"Rotterdam, South Holland, Netherlands",['Computer Software'],"Note This position is for fulltime, EUbased applicants only Remote workers and freelancers are not eligible, , At Burst we are ambitious in our work and thinking we only go for the very best result At the same time, we are nononsense in life and we enjoy an informal working atmosphere And, there is plenty of room for personal growth Certainly if you are a technically skilled backend developer We are looking for someone who brings the right technical energy to our organization Someone who helps bring our many international clients to an even higher level, thanks to innovative online platforms Do you have this talent in you And do you have a few years experience as a backend developer on large projects Call or email us, , This is what you will do, , , , , , At Burst you only work with colleagues who are used to always go that extra mile for the client Who think outside the box, but always keep an eye on the longterm goal Delivering work that we are very proud of And we celebrate this with a game of table tennis or some drinks for example We would love to hear it if you think you will fit in well with our driven team and if you have the following qualities as a backend developer, , , , , , An inexhaustible and motivated agency A lot is possible We think and act out of the box We expect you to speak out That you feel you can bring your ideas to the table Everything in the interest of our clients Your colleagues will do the same, so you will learn a lot from us There are a lot of opportunities to develop yourself There is also room for relaxation Our drinks are legendary, the annual city trips unforgettable and very important our fridge is always filled Obviously, things like salary, travel allowance and holidays are arranged In all im modesty thanks to our working method and extra matters, we are among the top of Dutch digital agencies for good reason, , Ready to use and develop your talent, , Do you want to use all your creative insight for leading brands And does our dynamic company appeal to you Then leave your details with a short motivation and your resume or call our Talent Manager Jos Herstel onif you want to know more about the position Did you convince us of your competence Then we would like to get to know you personally to see whether we have a match We provide coffee, tea or a beer, , Recruiters are not Backend Developers",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317368626?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F94aabde3-578d-4a5c-82fc-abf340d233bf%3Fjid%3Dcc5040d4f1e8424074eb0235a8c4c6221a39c572c3d27605f53f1466093eef25%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D567&urlHash=naCg&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-backend-developer-at-burst-2317368626?refId=b3664ac7-2648-4ad3-b2f5-4481c8ae2950&trackingId=SxNyUMMKL%2F9DpU78yriZFw%3D%3D&position=8&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
109.0,application developer,LinkedIn,2321521478,Lead developer,dQ2eW1s5zKARKWK47agDUw==,RELX,"Amsterdam, North Holland, Netherlands",['Computer Software'],"Would you like to be part of one of the fastest growing Tech communities in the Dutch market Then we have a great challenge for you We are building a regional technology hub in Amsterdam Currently were 160 team members and this is going to continue to grow in 2020 Our challenge today is to fully relocate the development team of the Scopus product to Amsterdam, which means scaling up to six Scrum Teams in the next three months The role of Lead Engineer will be owning the creation of one of these teams What is Scopus Scopus is a database of peer reviewed scientific research curated by independent subject matter experts It places powerful discovery and analytics tools in the hands of researchers, librarians, institutional research managers and funders Scopus helps bolster institutional research performance, rank and reputation across the world What will you be doing Interview and bring onboard a new team under your leadership Ownership over a product that helps to improve the world of scientific research Migrate from a monolithic architecture to a new services based structure Enable the integration of Scopus services in the frontend applications Fully decouple the frontend of the Scopus platform using micro UIs Evolve DevOps tooling and processes in order to accelerate the release frequency Interact with Elseviers Product, UXUI, Quality and DevOps teams What experience are we looking for Managed a team working in an agile environment Coach and empower your team Architectlevel understanding of multitier web applications and services JavaScript ES5  ES6, deep knowledge of a major JS framework React preferred, Web Components optional, CSS, accessibility, Webpack Continuous Integration and TDDBDD concepts Cloud technologies ideally AWS Java  Spring experience",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321521478?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F74758be4-d735-4bac-8292-6a7012ee5605%3Fjid%3Dff3256f803aa7f37a6624fd23a4675d5b958b94f02ff21b1b0e5146dd13eaab2%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=Fe9T&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-developer-at-relx-2321521478?refId=b3664ac7-2648-4ad3-b2f5-4481c8ae2950&trackingId=dQ2eW1s5zKARKWK47agDUw%3D%3D&position=9&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
116.0,application developer,LinkedIn,2297925670,Senior Elixir Developer,dfi8tXAXPWSMIlek5hXvAQ==,FindHotel,"Amsterdam, North Holland, Netherlands",['Internet'],"Will you join us on a journey to disrupt the trilliondollar travel industry We are looking for the best and brightest who share our passion for travelers, data and product, FindHotel believes travel is the one thing that opens minds to new ideas, cultures, and ways of thinking Our mission is to GET EVERY TRAVELLER THE BEST ACCOMMODATION DEAL, WORLDWIDE From adventure travel and backpacking to honeymoons and family vacations, we genuinely care so that every traveller can make the bestinformed accommodation choice at the absolute best conditions for every trip",Full-time,https://www.linkedin.com/jobs/view/externalApply/2297925670?url=https%3A%2F%2Fcareers%2Efindhotel%2Enet%2Fo%2Fsenior-elixir-engineer-open-for-remote&urlHash=Iiep&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-elixir-developer-at-findhotel-2297925670?refId=b3664ac7-2648-4ad3-b2f5-4481c8ae2950&trackingId=dfi8tXAXPWSMIlek5hXvAQ%3D%3D&position=16&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
118.0,application developer,LinkedIn,2327349404,Senior Developer/ Mendix - Amsterdam,EEC2r8naYbastIoWpJOL0A==,Openclaims,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Internet']","Job Description, , Openclaims  Reinventing insurance and technology, , Insurance boring Not so much at Openclaims We are an award winning InsurTech company, leading in disrupting the traditional way of how car damages are being handled In short Openclaims helps insurers and lease companies to give their customers a great experience when they need to have their car repaired, reducing repair costs at the same time This way we are able to innovate in a sustainable way in a very traditional market Part of our solution is a Saas platform which facilitates the customer process from A to Z, , Based in downtown Amsterdam, we are a young and ambitions set of people looking to make an impact on an international scale Sounds good Read on, , Senior Developer Mendix, , Working at Openclaims means working in a fast moving and agile environment In your role as a Senior Developer you arent afraid to work with new technologies and you have sufficient vigor and persuasion to learn nd master them, , Our Development Team currently consists of 1 Lead Developer, 1 Senior Developer and 2 Medior Developers We have many ideas of how to increase functionality, improve userfriendliness and the user interface Communication is fast and efficient which leads to fast implementation of new features andor products A development job at Openclaims isnt simply doing as told, you are encouraged to speak up and contribute when new features are suggested, , Requirements Mentor developers in team toward professional growth and plan their skill development, , Guard and help with setting up best team practices for development process and conduct regular code reviews Plan and evaluate the work performed by team and analyse impact on project timelines and quality Provide and oversee estimating and planning setting and oversee team adherence to agreed upon schedule Managing and improving the application architecture, , You are proactive and propose developments to improve the functionality and workings of our systems and platforms, , Familiarity with Java andor Mendix is a great plus You have sufficient knowledge of HTML, CSS and Javascript You understand the importance of a good Front end You like mastering new technologies Your English is fluent and preferably another language Dutch is not required",Full-time,https://www.linkedin.com/jobs/view/externalApply/2327349404?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3Dd78e313d51c0%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfadccdd9edd88adbbddd9ddfadddgadcaddbfddf3aedcdcgfec3ddcg3e&urlHash=czV4&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-developer-mendix-amsterdam-at-openclaims-2327349404?refId=b3664ac7-2648-4ad3-b2f5-4481c8ae2950&trackingId=EEC2r8naYbastIoWpJOL0A%3D%3D&position=18&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
124.0,application developer,LinkedIn,2227248241,Senior shopify developer,BeuOEDsyd/6dn/SVKa/xXQ==,NADUVI,"Amstelveen, North Holland, Netherlands","['Retail', 'Furniture']","Working at NADUVI, means making an impact After having multiple successful funding rounds, winning awards like Beste Starter and over 150 brands that decided to work with us, we are more than ready to take it to the next level With a fastgrowing team of over more than 40 ambitious, young entrepreneurs, and a very experienced management team, we are growing rapidly from a startup into a scaleup phase We want to make NADUVI better and bigger in the Netherlands, while expanding internationally at the same time Ambitious You bet Are you looking for a job where your talent can be directly turned into results Welcome to NADUVI",Full-time,,https://nl.linkedin.com/jobs/view/senior-shopify-developer-at-naduvi-2227248241?refId=b3664ac7-2648-4ad3-b2f5-4481c8ae2950&trackingId=BeuOEDsyd%2F6dn%2FSVKa%2FxXQ%3D%3D&position=24&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
128.0,application developer,LinkedIn,2317611628,App Developer wanted in Rotterdam center at Sounders Music,Da9GDjoksNwKl37zUJbc6w==,Stageplazanl,"Rotterdam, South Holland, Netherlands",['Computer Software'],"Taakomschrijving Do you want to gain experience in a fastgrowing music tech company Then come and work at dit bedrijf for at least five months Our office is located in the Millennial Tower of Rotterdam which is less than two minutes walking from Central Station About dit bedrijf Our Mission is to create the new market standard to discover new potential hits and successfully guide music talent dit bedrijf has developed their own technology since 2012 in the Netherlands with a focus on the entertainment branch The technology, includes sophisticated algorithms, dataproviding and analyses possibilities, apps, uploadportals and statistics and is able to make hitpredictions about the success of content We believe that we have the power to innovate with companies, while at the same time we understand the practical needs to achieve our goals Our software can be customized and tailormade to fit business and users needs dit bedrijfs solutions are the technology assets and can be used for data enrichment for strategic decisions The software is userinterface friendly in combination with refined algorithms based on mathematics and statistics The internship During a five or sixmonth program depending on your requirements, guided by our head of technology, you will learn how to build a productionready native Kotlin app from scratch, based on API documentation and Figma designs Well help you understand Kotlin coroutines, custom views, audio visualization and a whole lot more There will be a lot of selfstudy and hard work required, but if you finish the project during your internship, an additional financial reward awaits you Additionally, well then get you acquainted with buttersmooth animations and gestures using reactnative app development Who are you A relevant HBO or WO study You are available 5 days a week Is looking for a work placement, not a graduate internship At least a basic understanding of Kotlin or Java Knowing JavaScript or using Android Studio is a pre Is open to conduct selfstudy Concrete in your communication Working hours We like to occasionally work remotely and have flexible working hours We actively stimulate commuting outside of rush hours This does also mean that days can start late and end late Well work with you to fit this internship into your schedule, as long as you work with us to fit it into ours Wil je graag meer zien Log in of schrijf je in Nu solliciteren",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317611628?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fb7748366-dd9a-4e9f-bf67-461debd0005c%3Fjid%3Ddb6b5db905c0e94b1c645900a17db9fb12971486eca0d2afc970adf33ec67b03%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=6swX&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/app-developer-wanted-in-rotterdam-center-at-sounders-music-at-stageplaza-nl-2317611628?refId=303b59ef-194d-4a30-966e-0de62d610c75&trackingId=Da9GDjoksNwKl37zUJbc6w%3D%3D&position=3&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,1 week ago,1 week ago,2020-11-22,2020-12-01,
