Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Rating
13.0,linguist,LinkedIn,2278303875,Translator (Serbian) (068-1),gNcza70CTIWjwWld/zacFw==,Kosovo Specialist Chambers and Specialist Prosecutors Office,"The Hague, South Holland, Netherlands",['Writing and Editing'],Employment RegimeManagement Level ML2AvailabilityComponentDepartmentUnitSecurity Clearance LevelYesReporting LineThe Translator Serbian reports to the Head of Language Services Unit LSU or other senior LSU staff as designated by the Head of Language Services UnitMain Tasks and ResponsibilitiesEssential Qualifications and ExperienceANDSpecification of Education and Experience,Full-time,https://www.linkedin.com/jobs/view/externalApply/2278303875?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fef3ba0f8-1705-4663-a7af-89ac1bbc345c%3Fjid%3D6b88d28241f811810e2252b355b627f44181b672461943abac231dcf2093777d%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=i7AW&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/translator-serbian-068-1-at-kosovo-specialist-chambers-and-specialist-prosecutors-office-2278303875?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
15.0,linguist,LinkedIn,2278309129,"Interpreter/Translator (English/Albanian) (522), The Hague",+pnsgbBFRd2V0YXma4S94A==,Kosovo Specialist Chambers and Specialist Prosecutors Office,"The Hague, South Holland, Netherlands",['Legal Services'],Employment RegimeManagement Level ML2AvailabilityComponentDepartmentUnitSpecialist Prosecutors OfficeDivision of Prosecution and InvestigationDisclosure and Evidence UnitLanguage Support TeamOpen to Contributing Third StatesYesReporting LineThe InterpreterTranslator EnglishAlbanian reports to the Senior Legal Advisor through the Language Services Officer Team LeaderMain Tasks and ResponsibilitiesEssential Qualifications and ExperienceANDSpecification of Education and Experience,Full-time,https://www.linkedin.com/jobs/view/externalApply/2278309129?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fa7ecf3a8-7d5a-44c4-b953-a465aa20375e%3Fjid%3D6ac4f79ea847d2a9871aa84b19ceac189bcda384184b2c8c3880b0bb39f45357%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=teFD&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/interpreter-translator-english-albanian-522-the-hague-at-kosovo-specialist-chambers-and-specialist-prosecutors-office-2278309129?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
16.0,linguist,LinkedIn,2278304860,"Associate Interpreter/Translator (English/Serbian) (525), The Hague",pmWVHjaETWy1iwD7YR958w==,Kosovo Specialist Chambers and Specialist Prosecutors Office,"The Hague, South Holland, Netherlands",['Writing and Editing'],Employment RegimeAssistant Level AL1AvailabilityComponentDepartmentUnitSpecialist Prosecutors OfficeDivision of Prosecution and InvestigationDisclosure and Evidence UnitLanguage Support TeamOpen to Contributing Third StatesYesReporting LineThe Associate InterpreterTranslator EnglishSerbian reports to the Senior Legal Advisor through the Language Services Officer Team LeaderMain Tasks and ResponsibilitiesEssential Qualifications and Experience,Full-time,https://www.linkedin.com/jobs/view/externalApply/2278304860?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F3b90be20-09fe-4e3e-8a78-c3a091ade147%3Fjid%3Dd83ee4d88f2141bd8918e587a150443571eefaff5f0343b291136bd1cb70e4fc%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=KKo3&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/associate-interpreter-translator-english-serbian-525-the-hague-at-kosovo-specialist-chambers-and-specialist-prosecutors-office-2278304860?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=16&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
17.0,linguist,LinkedIn,2278309119,Interpreter/Translator (English/Albanian) (522),6z3y0co8TUa+NbwsT47iTw==,Kosovo Specialist Chambers and Specialist Prosecutors Office,"The Hague, South Holland, Netherlands",['Legal Services'],Employment RegimeManagement Level ML2AvailabilityComponentDepartmentUnitSpecialist Prosecutors OfficeDivision of Prosecution and InvestigationDisclosure and Evidence UnitLanguage Support TeamOpen to Contributing Third StatesYesReporting LineThe InterpreterTranslator EnglishAlbanian reports to the Senior Legal Advisor through the Language Services Officer Team LeaderMain Tasks and ResponsibilitiesEssential Qualifications and ExperienceANDSpecification of Education and Experience,Full-time,https://www.linkedin.com/jobs/view/externalApply/2278309119?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F7ba79b31-78ea-49ce-8512-9495a0b1c4cb%3Fjid%3Dfc2917167c254bb0832d4c1b9e86a009655ae0555ca37b87a4ae9110a10d7be4%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=Ga3-&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/interpreter-translator-english-albanian-522-at-kosovo-specialist-chambers-and-specialist-prosecutors-office-2278309119?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
18.0,linguist,LinkedIn,2278305616,Associate Interpreter/Translator (English/Serbian) (525),B2prfUbBSNCkGy5juAPl5w==,Kosovo Specialist Chambers and Specialist Prosecutors Office,"The Hague, South Holland, Netherlands",['Writing and Editing'],Employment RegimeAssistant Level AL1AvailabilityComponentDepartmentUnitSpecialist Prosecutors OfficeDivision of Prosecution and InvestigationDisclosure and Evidence UnitLanguage Support TeamOpen to Contributing Third StatesYesReporting LineThe Associate InterpreterTranslator EnglishSerbian reports to the Senior Legal Advisor through the Language Services Officer Team LeaderMain Tasks and ResponsibilitiesEssential Qualifications and Experience,Full-time,https://www.linkedin.com/jobs/view/externalApply/2278305616?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F0c8cf311-db5b-45a0-8771-b29cd1821ef3%3Fjid%3D9121df6f57abe7a68cd0bda6174a88210bc50b0b4761ac7da690e51f26c43487%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=ZixX&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/associate-interpreter-translator-english-serbian-525-at-kosovo-specialist-chambers-and-specialist-prosecutors-office-2278305616?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
20.0,linguist,LinkedIn,2278866425,Farsi Translator / Interpreter to help the refugee community in Greece - Remote,6XyB1zLMRUiU3Ostn5hb8Q==,Safe Place International,"Rotterdam, South Holland, Netherlands",['Hospitality'],"About Moms2Moms One of the programs of Safe Place International, Moms2Moms was founded to support single migrant mothers and children Our program seeks to provide safe shelter, food, clothing, education, and other resources and programming on the path to selfsustainability and actualizationAbout The Role We are looking for volunteer Farsi translators willing to use their skills to support others The Farsi Interpreter will collaborate with the Casework team in supporting the refugee community in GreeceVolunteer Opportunity",Full-time,https://www.linkedin.com/jobs/view/externalApply/2278866425?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fca428e38-30bb-4db7-87ee-f5a6f24ebe6e%3Fjid%3Da47dae48b087d505c0405ccc2426f1db559203e0525776e6a7bb5a3575626b82%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=1WVn&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/farsi-translator-interpreter-to-help-the-refugee-community-in-greece-remote-at-safe-place-international-2278866425?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
21.0,linguist,LinkedIn,2293703531,Volunteer Arabic Translator / Interpreter,eEK3hvjRTY+silruFmo/WA==,Safe Place International,"Rotterdam, South Holland, Netherlands",['Legal Services'],"About Safeplace International SPIs is a fastgrowing nonprofit organization whose core mission is to empower doublymarginalized LGBT and Single and Pregnant women and their children communities in Greece We help our community members meet basic needs like food, housing, medical care, and security, as well as education, employment, capacitybuilding, and legal supportAbout The Role  We are looking for reliable volunteer Arabic translators willing to use their proven skills to support others The ideal candidate is interested in and has an understanding of issues around working with refugees and asylum seekersFacilitating communication with community membersAssisting community members in completing formsHaving knowledge of the organization and program policies and proceduresExcellent command of English and ArabicMust be friendly, open, reliable, patient, nonjudgmental and non discriminatingMust have crosscultural sensitivityFlexible scheduleWork alongside highly motivated and dedicated individuals who set out to change the worldWork from home or anywhere with wifiPersonal fulfillment through contribution to the refugee community and its individuals ",Volunteer,https://www.linkedin.com/jobs/view/externalApply/2293703531?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F9859a796-8b45-4563-8067-9ad63702215a%3Fjid%3D215f235734b6ccfd8510a9fb7448d202029e38a406a6d0bd4f23aa0d7af290fa%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=4JOC&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/volunteer-arabic-translator-interpreter-at-safe-place-international-2293703531?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
22.0,linguist,LinkedIn,2270543970,Dutch in-house translator/reviser,wdBnvJafRaq6+NnHfZF4/g==,Amplexor,"Eindhoven, North Brabant, Netherlands","['Marketing and Advertising', 'Internet', 'Translation and Localization']","Beschrijving Is innovation your cup of tea Love the idea of working on international projects in a rewarding and dynamic environment What are you waiting for Embrace the future with us We are a global leader in language, content and digital solutions For more than 30 years, we have been helping renowned organizations grow their brands internationally through innovative websites, efficient intranets, collaborative platforms and expertly translated content We are proud to say we are well known across industries and geographies and have the privilege of working with some of the worlds largest companies About the role We are looking for a Dutch inhouse translatorreviserto be a part of our translation team based in our office in the Netherlands Eindhoven The job holder will translate and revise documents mainly for public field projects Responsibilities ",Full-time,https://www.linkedin.com/jobs/view/externalApply/2270543970?url=https%3A%2F%2Fwww%2Evacatures%2Enl%2Fvacature%2Fdutch-in-house-translator-reviser%3A42509003%2F&urlHash=yZa_&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/dutch-in-house-translator-reviser-at-amplexor-2270543970?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
23.0,linguist,LinkedIn,2269315327,Part-time Recipe Editor/Translator for the Netherlands (20h) - AMS based,jSStWl5ISwyFIWi7AcNXLA==,,"Amsterdam, North Holland, Netherlands","['Marketing and Advertising', 'Food & Beverages', 'Internet']","Marley Spoon is the new way to cook We bring delightful, market fresh, and easy cooking back to the people Were a wellfunded and publicly listed company ASX MMM We operate across 3 continents and in 8 countries with over 900 employees worldwide Being passionate foodies, we are using technology to reinvent the global food supply chain to reduce food wasteIn the end, its simple We started Marley Spoon because we love cookingThe is responsible for the inhouse menu and recipe development per countryregion including testing, shooting, editing, analyzing and understanding our customer needs We spend a lot of time together in our testkitchen creating, tasting delicious, quick and easy recipes Could there be a better jobWe are now looking for a with following tasks",Part-time,https://www.linkedin.com/jobs/view/externalApply/2269315327?url=https%3A%2F%2Fapply%2Eworkable%2Ecom%2Fj%2FAD2D44CC79&urlHash=JQi7&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/part-time-recipe-editor-translator-for-the-netherlands-20h-ams-based-at-%E6%B7%B1%E5%9C%B3%E5%B8%82%E4%B8%AD%E7%91%9E%E4%BF%A1%E5%9B%BD%E9%99%85%E7%89%A9%E6%B5%81%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-2269315327?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
24.0,linguist,LinkedIn,2291630467,Content Marketeer (working student),oCuSa7ckTl+XM/YA6/x0OA==,DEGIRO,"Amsterdam, North Holland, Netherlands",['Financial Services'],"DescriptionIn 2013, DEGIRO launched its online brokerage services in The Netherlands Since then, DEGIRO has expanded across 18 European countries enabling retail investors to benefit from a highly competitive commission structure As a result, we have quickly become one of the largest brokers in Europe",Part-time,https://www.linkedin.com/jobs/view/externalApply/2291630467?url=https%3A%2F%2Fdegiro%2Ehomerun%2Eco%2Fcontent-marketeer&urlHash=P4Bh&refId=684e5337-02ea-456b-923a-70d27b5cc5ea&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/content-marketeer-working-student-at-degiro-2291630467?refId=684e5337-02ea-456b-923a-70d27b5cc5ea&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 month ago,1 month ago,2020-10-20,2020-11-20,
6.0,linguist,LinkedIn,2262448870,"Interpreter/Translator (English/Albanian) (522), The Hague",WyP/F4WiTcSDhjjsyYPrsg==,Prosecutors Office,"Den Haag, South Holland, Netherlands","['Legal Services', 'Government Administration', 'Financial Services']",Employment RegimeSecondedContractedPost CategoryManagement Level ML2ASAPSpecialist Prosecutors OfficeDivision of Prosecution and InvestigationDisclosure and Evidence UnitLanguage Support TeamEU SECRET or equivalentYesANDSpecification of Education and ExperienceDesirable,Full-time,https://www.linkedin.com/jobs/view/externalApply/2262448870?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F-3316531070497862915%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=hxs0&refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/interpreter-translator-english-albanian-522-the-hague-at-prosecutors-office-2262448870?refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&position=6&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-06,2020-11-20,
11.0,linguist,LinkedIn,2262447881,"Associate Interpreter/Translator (English/Serbian) (525), The Hague",+/8I5grLQhauyIO418lUvg==,Prosecutors Office,"Den Haag, South Holland, Netherlands","['Legal Services', 'Government Administration', 'Financial Services']",Employment RegimeSecondedContractedPost CategoryAssistant Level AL1ASAPSpecialist Prosecutors OfficeDivision of Prosecution and InvestigationDisclosure and Evidence UnitLanguage Support TeamEU SECRET or equivalentYesANDSpecification of Education and ExperienceDesirable,Full-time,https://www.linkedin.com/jobs/view/externalApply/2262447881?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F-3584815124023396046%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=28Hv&refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/associate-interpreter-translator-english-serbian-525-the-hague-at-prosecutors-office-2262447881?refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&position=11&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-06,2020-11-20,
12.0,linguist,LinkedIn,2282220848,Freelance English to Dutch Translator,axlF/JE/RzK3bC7QeRog7A==,Doist,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Computer Software', 'Internet']","At Doist, our mission is to inspire the workplace of the future by creating simple yet powerful productivity tools that promote a more fulfilling way to work and liveWere a multidisciplinary, fully remote team thats passionate about creating products, like Todoist and Twist, that improve peoples lives We thrive on innovating new solutions to old productivity challenges and we seek to rethink how productivity tools are madeOur Core ValuesThey are few, but they are mighty From creating processes to decisionmaking and recruiting, we build our five core values into nearly every single thing we doDaytoday workWere looking for a native Dutch speaker who has a demonstrated passion and experience for translation In this parttime role, you will deliver excellent translation services, delighting our customers with a localized app, help center, and marketing content Youll collaborate closely with localization project managers to develop specific terminology for new features which will shape the Doist voice for your local marketregion You will also be responsible for identifying and addressing linguistic issues and maintaining language references such as a glossary and style guideIndicators this could be a good role for youDoist is a diverse, remotefirst team thats committed to building a sustainable company that will continue to grow for decades to comeAll information collected through this application is stored in Workable, Doists Applicant Tracking System, where it will be used for recruitment purposes only For more information on how we handle candidate data at",Part-time,https://www.linkedin.com/jobs/view/externalApply/2282220848?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F7791307806716353931%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=UseF&refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/freelance-english-to-dutch-translator-at-doist-2282220848?refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&position=12&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-06,2020-11-20,
13.0,linguist,LinkedIn,2269802798,Associate Interpreter/Translator (English/Serbian) (525),wgw5fFPAQzq7e6RhHGKX/g==,Prosecutors Office,"Den Haag, South Holland, Netherlands","['Legal Services', 'Government Administration', 'Financial Services']",Employment RegimeSecondedContractedPost CategoryAssistant Level AL1ASAPSpecialist Prosecutors OfficeDivision of Prosecution and InvestigationDisclosure and Evidence UnitLanguage Support TeamEU SECRET or equivalentYesANDSpecification of Education and ExperienceDesirable,Full-time,https://www.linkedin.com/jobs/view/externalApply/2269802798?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F-3415718737373759468%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=6muu&refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/associate-interpreter-translator-english-serbian-525-at-prosecutors-office-2269802798?refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&position=13&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-06,2020-11-20,
15.0,linguist,LinkedIn,2269809027,Interpreter/Translator (English/Albanian) (522),gmcEcZz7Q2iWmAxPGCp8sQ==,Prosecutors Office,"Den Haag, South Holland, Netherlands","['Legal Services', 'Government Administration', 'Financial Services']",Employment RegimeSecondedContractedPost CategoryManagement Level ML2ASAPSpecialist Prosecutors OfficeDivision of Prosecution and InvestigationDisclosure and Evidence UnitLanguage Support TeamEU SECRET or equivalentYesANDSpecification of Education and ExperienceDesirable,Full-time,https://www.linkedin.com/jobs/view/externalApply/2269809027?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F5138654030389165640%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=aJz-&refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/interpreter-translator-english-albanian-522-at-prosecutors-office-2269809027?refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&position=15&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-06,2020-11-20,
17.0,linguist,LinkedIn,2262454042,"Translator (Albanian) (068-2), The Hague",sWPWMr6CTXSEeIxWEJ+KeA==,Prosecutors Office,"Den Haag, South Holland, Netherlands","['Legal Services', 'Government Administration', 'Financial Services']",Employment RegimeSecondedContractedPost CategoryManagement Level ML2ASAPKosovo Specialist ChambersJudicial Services DivisionLanguage Services UnitEU SECRET or equivalentYesANDSpecification of Education and ExperienceDesirable,Full-time,https://www.linkedin.com/jobs/view/externalApply/2262454042?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F8649348090081232720%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=Cd6_&refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/translator-albanian-068-2-the-hague-at-prosecutors-office-2262454042?refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&position=17&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-06,2020-11-20,
19.0,linguist,LinkedIn,2259663673,Translator (Albanian) (068-2),5bYMhOvPT1KOdHa6F9x6rw==,Prosecutors Office,"Den Haag, South Holland, Netherlands","['Legal Services', 'Government Administration', 'Financial Services']",Employment RegimeSecondedContractedPost CategoryManagement Level ML2ASAPKosovo Specialist ChambersJudicial Services DivisionLanguage Services UnitEU SECRET or equivalentYesANDSpecification of Education and ExperienceDesirable,Full-time,https://www.linkedin.com/jobs/view/externalApply/2259663673?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F8577408157791697078%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=3bTc&refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/translator-albanian-068-2-at-prosecutors-office-2259663673?refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-06,2020-11-20,
21.0,linguist,LinkedIn,2259664524,Translator (Serbian) (068-1),aTL+lIpqQ9aIeZN9P4mGSQ==,Prosecutors Office,"Den Haag, South Holland, Netherlands","['Legal Services', 'Government Administration', 'Financial Services']",Employment RegimeSecondedContractedPost CategoryManagement Level ML2ASAPKosovo Specialist Chambers Judicial Services DivisionLanguage Services UnitEU SECRET or equivalentYesEssential Qualifications and ExperienceANDSpecification of Education and ExperienceDesirable,Full-time,https://www.linkedin.com/jobs/view/externalApply/2259664524?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F-1419220283811196317%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=kM2z&refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/translator-serbian-068-1-at-prosecutors-office-2259664524?refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&position=21&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-06,2020-11-20,
23.0,linguist,LinkedIn,2262447872,"Translator (Serbian) (068-1), The Hague",k5wVYjuKRaGFqG6RWrvKUw==,Prosecutors Office,"Den Haag, South Holland, Netherlands","['Legal Services', 'Government Administration', 'Financial Services']",Employment RegimeSecondedContractedPost CategoryManagement Level ML2ASAPKosovo Specialist Chambers Judicial Services DivisionLanguage Services UnitEU SECRET or equivalentYesEssential Qualifications and ExperienceANDSpecification of Education and ExperienceDesirable,Full-time,https://www.linkedin.com/jobs/view/externalApply/2262447872?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F-2752484995165534386%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=7U9I&refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/translator-serbian-068-1-the-hague-at-prosecutors-office-2262447872?refId=c185e3d2-2a68-4186-a9ff-6c961bbabb94&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,2 weeks ago,2 weeks ago,2020-11-06,2020-11-20,
4.0,linguist,LinkedIn,2316792178,Data Translator - Amsterdam,aBPvsAB/RRmNcSiI/omyHg==,ReliefWeb,"Amsterdam, North Holland, Netherlands",None,"Job Title Data TranslatorDuty Station The NetherlandsLine Manager VDT Archive ManagerFull Timeis a not for profit Organisation registered at the Amsterdam Chamber of Commerce The Foundation aims to provide aid to communities and persons recovering from conflicts and disasters provide support and orientation to refugees and communities in hosting countries support justice and Human Rights effortsThe Visual Documentation Team VDT Project is a Justice and Accountability Project that addresses relevant issues in Syria The project aims at assisting transitional justice mechanisms, and other research processes Due to the nature of the project, staff involved will likely be required to work with potentially graphic contentThe Data Translator is responsible for interpreting written or spoken material, creating glossaries or term dictionaries",Full-time,https://www.linkedin.com/jobs/view/externalApply/2316792178?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D41dca0b635fc%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfddccddfcadcdadd8adf8ddgbadegddaadddfddb3aeacacdfec3ddcg3e&urlHash=u-ZO&refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/data-translator-amsterdam-at-reliefweb-2316792178?refId=a7144c40-07d1-43e1-9fd3-27a2556ff694&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 weeks ago,3 weeks ago,2020-11-03,2020-11-21,
