,Search Keyword,Platform,Job ID,Job Title,Company Name,Location,Industry,Sector,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Language,Data Row,Tracking ID,Dutch Requirement,English Requirement,Gender_Female,Gender_Mixed,Gender_Male,Age_Older,Age_Mixed,Age_Younger,Gender_Num,Age_Num,Sector Code,% Female,% Male,% Older,% Younger,Gender,Age
10,educationalist,LinkedIn,2317409179,Postdoc on Challenge Based Learning in Engineering Ethics Education,Eindhoven University of Technology,"Eindhoven, North Brabant, Netherlands","['Information Technology and Services', 'Computer Software', 'Research']",Research,"Offer DescriptionThe Philosophy and Ethics department at the Faculty of Industrial Engineering and Innovation Sciences of the Eindhoven University of Technology TUe is seeking a post doc for a fulltime position Candidates will have earned a PhD in philosophy or other relevant fields by the date of application and demonstrate evidence of excellence in teaching coordination, teaching, and researchThe candidate is expected to support redesign of a course sequence entitled Decisions under risk and uncertainty in TUes UserSocietyEnterprise USE program as well as support the learning network of partners in the SCALINGS H2020 project, to contribute to teaching, and to perform research on challengebased learning in engineering ethics educationTUe is currently developing a challengebased learning approach for parts of its education In this educational approach, external stakeholders bring in a reallife problem with technical, user, societal and entrepreneurial aspects In the USE program at the Bachelor level, students are expected to come up with a technical solution for the external stakeholder and reflect on how disciplines in humanities and social sciences have contributed to this solution Teaching and administration at TUe take place in EnglishIn the H2020 project SCALINGS on scaling up cocreations of innovation, six partners of the SCALINGS consortium are currently implementing challengebased learning in philosophy  see 2 min video example here , STS or management coursesThe TUe is an equal opportunity employer We welcome candidates with a wide variety of backgrounds and perspectives As we aim to increase the diversity in our department and in the field of philosophy, we especially encourage candidates from underrepresented groups to apply",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317409179?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F35327564023275376%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=-ZxZ&refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/postdoc-on-challenge-based-learning-in-engineering-ethics-education-at-technische-universiteit-eindhoven-2317409179?refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&position=18&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-19,2020-11-22,en,18.0,h4YZGz3/QyCL/X5ZXCsQ8w==,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
11,educationalist,LinkedIn,2317395635,Postdoc on Challenge Based Learning in Engineering Ethics Education,Eindhoven University of Technology,"Eindhoven, North Brabant, Netherlands","['Information Technology and Services', 'Higher Education', 'Research']",Research,"Job DescriptionThe Philosophy and Ethics department at the Faculty of Industrial Engineering and Innovation Sciences of the Eindhoven University of Technology TUe is seeking a post doc for a fulltime position Candidates will have earned a PhD in philosophy or other relevant fields by the date of application and demonstrate evidence of excellence in teaching coordination, teaching, and researchThe candidate is expected to support redesign of a course sequence entitled Decisions under risk and uncertainty in TUes UserSocietyEnterprise USE program as well as support the learning network of partners in the SCALINGS H2020 project, to contribute to teaching, and to perform research on challengebased learning in engineering ethics educationTUe is currently developing a challengebased learning approach for parts of its education In this educational approach, external stakeholders bring in a reallife problem with technical, user, societal and entrepreneurial aspects In the  USE program at the Bachelor level, students are expected to come up with a technical solution for the external stakeholder and reflect on how disciplines in humanities and social sciences have contributed to this solution Teaching and administration at TUe take place in EnglishIn the H2020 project SCALINGS on scaling up cocreations of innovation, six partners of the SCALINGS consortium are currently implementing challengebased learning in philosophy   see 2 min video example here , STS or management coursesThe TUe is an equal opportunity employer We welcome candidates with a wide variety of backgrounds and perspectives As we aim to increase the diversity in our department and in the field of philosophy, we especially encourage candidates from underrepresented groups to applyDo you see yourself fitting this position and would you like to know more Please contact Gunter Bombaerts, Coordinator USE and TUecoordinator SCALINGS, mailtoclick apply  gbombaertsattuenl For information about terms of employment, please contact Kim Spinder  van Puijenbroek, HR Advisor, mailtoclick apply  hrservicesieisattuenl Please visit  to find out more about working at TUeWe invite you to submit a complete application by using the apply nowbutton on this pageWe look forward to your application and will screen it as soon as we have received it Screening will continue until the position has been filledPlease upload your documents in 1 combined file",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317395635?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F-6106350199716814798%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=lre-&refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/postdoc-on-challenge-based-learning-in-engineering-ethics-education-at-technische-universiteit-eindhoven-2317395635?refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-19,2020-11-22,en,19.0,6EDufXTTTXW0kLwI65vV/w==,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
12,educationalist,LinkedIn,2317395634,Postdoc on Challenge Based Learning in Engineering Ethics Education,Eindhoven University of Technology,"Eindhoven, North Brabant, Netherlands","['Information Technology and Services', 'Higher Education', 'Research']",Research,"FunctieomschrijvingThe Philosophy and Ethics department at the Faculty of Industrial Engineering and Innovation Sciences of the Eindhoven University of Technology TUe is seeking a post doc for a fulltime position Candidates will have earned a PhD in philosophy or other relevant fields by the date of application and demonstrate evidence of excellence in teaching coordination, teaching, and researchThe candidate is expected to support redesign of a course sequence entitled Decisions under risk and uncertainty in TUes UserSocietyEnterprise USE program as well as support the learning network of partners in the SCALINGS H2020 project, to contribute to teaching, and to perform research on challengebased learning in engineering ethics educationTUe is currently developing a challengebased learning approach for parts of its education In this educational approach, external stakeholders bring in a reallife problem with technical, user, societal and entrepreneurial aspects In the USE program at the Bachelor level, students are expected to come up with a technical solution for the external stakeholder and reflect on how disciplines in humanities and social sciences have contributed to this solution Teaching and administration at TUe take place in EnglishIn the H2020 project SCALINGS on scaling up cocreations of innovation, six partners of the SCALINGS consortium are currently implementing challengebased learning in philosophy  see 2 min video example here , STS or management coursesThe TUe is an equal opportunity employer We welcome candidates with a wide variety of backgrounds and perspectives As we aim to increase the diversity in our department and in the field of philosophy, we especially encourage candidates from underrepresented groups to applyFunctieeisenArbeidsvoorwaardenInformatie en sollicitatieDo you see yourself fitting this position and would you like to know more Please contact Gunter Bombaerts, Coordinator USE and TUecoordinator SCALINGS, gbombaertsattuenl For information about terms of employment, please contact Kim Spinder  van Puijenbroek, HR Advisor, hrservicesieisattuenl Please visit to find out more about working at TUeWe invite you to submit a complete application by using the apply nowbutton on this pageWe look forward to your application and will screen it as soon as we have received it Screening will continue until the position has been filledPlease upload your documents in 1 combined file",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317395634?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F-4696717780059492700%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=Nfcx&refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/postdoc-on-challenge-based-learning-in-engineering-ethics-education-at-technische-universiteit-eindhoven-2317395634?refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-19,2020-11-22,en,20.0,YL+PP2HjR+mjREcSE3wokA==,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
13,educationalist,LinkedIn,2317409180,Postdoc on Challenge Based Learning in Engineering Ethics Education,Eindhoven University of Technology,"Eindhoven, North Brabant, Netherlands","['Information Technology and Services', 'Computer Software', 'Research']",Research,"The Philosophy and Ethics department at the Faculty of Industrial Engineering and Innovation Sciences of the Eindhoven University of Technology TUe is seeking a post doc for a fulltime position Candidates will have earned a PhD in philosophy or other relevant fields by the date of application and demonstrate evidence of excellence in teaching coordination, teaching, and researchThe candidate is expected to support redesign of a course sequence entitled Decisions under risk and uncertainty in TUes UserSocietyEnterprise USE program as well as support the learning network of partners in the SCALINGS H2020 project, to contribute to teaching, and to perform research on challengebased learning in engineering ethics educationTUe is currently developing a challengebased learning approach for parts of its education In this educational approach, external stakeholders bring in a reallife problem with technical, user, societal and entrepreneurial aspects In the USE program at the Bachelor level, students are expected to come up with a technical solution for the external stakeholder and reflect on how disciplines in humanities and social sciences have contributed to this solution Teaching and administration at TUe take place in EnglishIn the H2020 project SCALINGS on scaling up cocreations of innovation, six partners of the SCALINGS consortium are currently implementing challengebased learning in philosophy  see 2 min video example here , STS or management coursesThe TUe is an equal opportunity employer We welcome candidates with a wide variety of backgrounds and perspectives As we aim to increase the diversity in our department and in the field of philosophy, we especially encourage candidates from underrepresented groups to apply",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317409180?url=https%3A%2F%2Fnl%2Ejooble%2Eorg%2Fexternal%2F5579635435571653953%3Futm_campaign%3DNL%26utm_medium%3Dsocial%26utm_source%3Dlinkedin%26JobSource%3DBoard&urlHash=6wB0&refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/postdoc-on-challenge-based-learning-in-engineering-ethics-education-at-technische-universiteit-eindhoven-2317409180?refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&position=22&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-19,2020-11-22,en,22.0,RKrtZfmPR5u2oYeTHnUY4g==,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
14,educationalist,LinkedIn,2278810221,Postdoctoral Researcher in Science Education: Computational Thinking and Mathematical Thinking [closing 15.09.20],SCIENCECOMMUNITYORG NETWORK,"Nijmegen, Gelderland, Netherlands",['Legal Services'],Research,"We are looking forAs a postdoctoral researcher you will work in a consortium of two universities Utrecht University, Radboud University, five schools, and the institute for curriculum development SLO to work on the project Computational Thinking and Mathematical Thinking digital literacy in mathematics curricula, which is funded by NRO, part of the Dutch Research Council NWO The project started in February 2019 and will span three years The position will become vacant because the current researcher will change jobsIn technologyrich mathematics education, mathematics teachers nowadays experience two related challenges fostering both mathematical thinking, central in the new Dutch mathematics curricula, and computational thinking, as emphasised in the Dutch informations curriculum and the curriculumnu reform The main research question of the proposed study is How can a teachinglearning strategy, focusing on the use of digital tools, support 1617yearold preuniversity students in developing computational thinking skills related to mathematical thinking in pure and applied mathematics courses The consortium is setting up a theoryinformed design study You will provide input mainly with respect to the computational thinking aspect of the project, collaborating closely with one other researcher specialising in mathematical thinkingThe project is part of the programme for practiceoriented education research, and thus will result in scientific output as well as practical guidelines and materials for teaching and learning activitiesWe ask",Full-time,https://www.linkedin.com/jobs/view/externalApply/2278810221?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F4d8c783e-df24-44d4-9859-fe15842e2040%3Fjid%3D53e7cdb85b07baee6955cd4446519eb3f2dfaf923e53c89cba190950159a6060%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=zI66&refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/postdoctoral-researcher-in-science-education-computational-thinking-and-mathematical-thinking-closing-15-09-20-at-science-community-org-network-2278810221?refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&position=23&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-19,2020-11-22,en,23.0,OLdUnD1AR2SmiDWrpE1WCA==,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
15,educationalist,LinkedIn,2277650361,Postdoc on Challenge Based Learning in Engineering Ethics Education,AcademicTransfer,"Utrecht, Utrecht, Netherlands",['Higher Education'],Research,"The Philosophy and Ethics department at the Faculty of Industrial Engineering and Innovation Sciences of the Eindhoven University of Technology TUe is seeking a post doc for a fulltime position Candidates will have earned a PhD in philosophy or other relevant fields by the date of application and demonstrate evidence of excellence in teaching coordination, teaching, and researchThe candidate is expected to support redesign of a course sequence entitled Decisions under risk and uncertainty in TUes UserSocietyEnterprise USE program as well as support the learning network of partners in the SCALINGS H2020 project, to contribute to teaching, and to perform research on challengebased learning in engineering ethics educationTUe is currently developing a challengebased learning approach for parts of its education In this educational approach, external stakeholders bring in a reallife problem with technical, user, societal and entrepreneurial aspects In the USE program at the Bachelor level, students are expected to come up with a technical solution for the external stakeholder and reflect on how disciplines in humanities and social sciences have contributed to this solution Teaching and administration at TUe take place in EnglishIn the H2020 project SCALINGS on scaling up cocreations of innovation, six partners of the SCALINGS consortium are currently implementing challengebased learning in philosophy see 2 min video example here, STS or management coursesThe TUe is an equal opportunity employer We welcome candidates with a wide variety of backgrounds and perspectives As we aim to increase the diversity in our department and in the field of philosophy, we especially encourage candidates from underrepresented groups to applyTasks",Full-time,https://www.linkedin.com/jobs/view/externalApply/2277650361?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F91cfee1e-1794-4da8-899d-e16a70ced2da%3Fjid%3Df0b264cdcf3e5debc352e486e4c32605930dc36ce22a2e7380c6bac400eb295e%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=peC7&refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/postdoc-on-challenge-based-learning-in-engineering-ethics-education-at-academictransfer-2277650361?refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&position=24&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-19,2020-11-22,en,24.0,wQk4ZiAERPOywVLqn40EAg==,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
16,educationalist,LinkedIn,2316776318,Postdoc on Challenge Based Learning in Engineering Ethics Education - Eindhoven,Eindhoven University of Technology TUe,"Eindhoven, North Brabant, Netherlands","['Higher Education', 'Research', 'Mechanical or Industrial Engineering']",Research,"The Philosophy and Ethics department at the Faculty of Industrial Engineering and Innovation Sciences of the Eindhoven University of Technology TUe is seeking a post doc for a fulltime position Candidates will have earned a PhD in philosophy or other relevant fields by the date of application and demonstrate evidence of excellence in teaching coordination, teaching, and researchThe candidate is expected to support redesign of a course sequence entitled Decisions under risk and uncertainty in TUes UserSocietyEnterprise USE program as well as support the learning network of partners in the SCALINGS H2020 project, to contribute to teaching, and to perform research on challengebased learning in engineering ethics educationTUe is currently developing a challengebased learning approach for parts of its education In this educational approach, external stakeholders bring in a reallife problem with technical, user, societal and entrepreneurial aspects In the at the Bachelor level, students are expected to come up with a technical solution for the external stakeholder and reflect on how disciplines in humanities and social sciences have contributed to this solution Teaching and administration at TUe take place in EnglishIn the H2020 project SCALINGS on scaling up cocreations of innovation, six partners of the SCALINGS consortium are currently implementing challengebased learning in philosophy , STS or management coursesThe TUe is an equal opportunity employer We welcome candidates with a wide variety of backgrounds and perspectives As we aim to increase the diversity in our department and in the field of philosophy, we especially encourage candidates from underrepresented groups to apply",Full-time,https://www.linkedin.com/jobs/view/externalApply/2316776318?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D1ec9f8adaf97%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfddfcadb8add7dd7aada7dd8badfgadcaadffada3de7cdc9fec3ddcg3e&urlHash=Wvs0&refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/postdoc-on-challenge-based-learning-in-engineering-ethics-education-eindhoven-at-eindhoven-university-of-technology-tu-e-2316776318?refId=ab98f36e-d74f-48cc-82bb-6189f0d5174b&position=25&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-19,2020-11-22,en,25.0,mqxLyMgASRGXsSmwAUbfWg==,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
17,educationalist,LinkedIn,2293453864,Postdoc on Challenge Based Learning in Engineering Ethics Education,Eindhoven University of Technology TUe,"Eindhoven, North Brabant, Netherlands",['Higher Education'],Research,"The Philosophy and Ethics department at the Faculty of Industrial Engineering and Innovation Sciences of the Eindhoven University of Technology TUe is seeking a post doc for a fulltime position Candidates will have earned a PhD in philosophy or other relevant fields by the date of application and demonstrate evidence of excellence in teaching coordination, teaching, and researchThe candidate is expected to support redesign of a course sequence entitled Decisions under risk and uncertainty in TUes UserSocietyEnterprise USE program as well as support the learning network of partners in the SCALINGS H2020 project, to contribute to teaching, and to perform research on challengebased learning in engineering ethics educationTUe is currently developing a challengebased learning approach for parts of its education In this educational approach, external stakeholders bring in a reallife problem with technical, user, societal and entrepreneurial aspects In the at the Bachelor level, students are expected to come up with a technical solution for the external stakeholder and reflect on how disciplines in humanities and social sciences have contributed to this solution Teaching and administration at TUe take place in EnglishIn the H2020 project SCALINGS on scaling up cocreations of innovation, six partners of the SCALINGS consortium are currently implementing challengebased learning in philosophy , STS or management coursesThe TUe is an equal opportunity employer We welcome candidates with a wide variety of backgrounds and perspectives As we aim to increase the diversity in our department and in the field of philosophy, we especially encourage candidates from underrepresented groups to applyTasksOffer Requirements",Full-time,https://www.linkedin.com/jobs/view/externalApply/2293453864?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F4968e3ba-6b7f-41d8-84a9-4cf686e09b96%3Fjid%3D93aa1f7ae0e1a2169a13557c27d4dc48e06dc7f1468a29b0c525ce0a6c941081%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=HhyH&refId=30006b86-4748-4ce9-ba29-639867419b34&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/postdoc-on-challenge-based-learning-in-engineering-ethics-education-at-eindhoven-university-of-technology-tu-e-2293453864?refId=30006b86-4748-4ce9-ba29-639867419b34&position=1&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-19,2020-11-22,en,26.0,CHqtvZ1+StqOa+sx3VSaJQ==,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
18,educationalist,LinkedIn,2322260719,EDUCATION TECHNOLOGY SPECIALIST in Utrecht - Ontwikkelingsorganisatie VSO Nederland,Ontwikkelingsorganisatie VSO Nederland,"Utrecht, Utrecht, Netherlands","['Primary/', 'Secondary Education', 'E-', 'Learning', 'Education Management']",Education,"Country Sierra Leone, Application closing date 30 October 2020, Start date February 2021 if the situation allows it, Duration 1224 Months, , The education specialist trains and supports teachers, education management and community members to respond to these challenges in order to unlock the talent of every child The ideal candidate has excellent teacher trainer skills, experience with education management, the ability to support teachers and learners in the use of technology and is passionate about improving childrens learning through digital education technology DET",Full-time,https://www.linkedin.com/jobs/view/externalApply/2322260719?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3Da9661ce1726c%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfadfcdd7addaeddafddfcaddaadbgddfadd9fdde3deacacdfec3ddcg3e&urlHash=KQq0&refId=6362b124-144f-43ca-a8a1-2b863db03823&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/education-technology-specialist-in-utrecht-ontwikkelingsorganisatie-vso-nederland-at-ontwikkelingsorganisatie-vso-nederland-2322260719?refId=6362b124-144f-43ca-a8a1-2b863db03823&position=2&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-23,2020-11-26,en,2.0,RAZ1Gf2MQqmoEidDRZxgVw==,No,No,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
19,educationalist,LinkedIn,2323305845,Education Technology Specialist - Ontwikkelingsorganisatie VSO Ne,Nederland Vacature Groep,"Amsterdam, North Holland, Netherlands","['Nonprofit Organization Management', 'Higher Education', 'Education Management']",Education,"Bedrijfsprofiel, VSO is een internationale ontwikkelingsorganisatie die door duurzame kennisuitwisseling werkt aan een rechtvaardiger wereld zonder armoede Op aanvraag van lokale organisaties in Afrika en Azi zenden wij vakdeskundigen uit die hun kennis en ervaring daar delen Lokale organisaties kunnen daardoor hun werk effectiever doen VSO heeft per jaar 200 onderwijsvacatures dus bezoek de VSO website en kijk hoe een onderwijsfunctie in een ontwikkelingsland er voor jou uit kan zien, Country Sierra Leone, Application closing date 30 October 2020, Start date February 2021 if the situation allows it, Duration 1224 Months, , The education specialist trains and supports teachers, education management and community members to respond to these challenges in order to unlock the talent of every child The ideal candidate has excellent teacher trainer skills, experience with education management, the ability to support teachers and learners in the use of technology and is passionate about improving childrens learning through digital education technology DET, , , The ideal applicant will have, Besides these skills, you need to be openminded, respectful, resilient and adaptive to new situations It is important that you can facilitate positive change, build sustainable working relationships and are willing to seek and share knowledge For further information about this job, download here the detailed job descriptionThe experience of a placement is a oneofalifetime experience and will benefit you in multiple ways You will have the chance to learn to work with people from different cultural backgrounds There is often the opportunity to develop your teamwork, leadership and management skills This can be helpful for career opportunities after your placement, , VSO will cover and support you in all preparations training, visa, work permit, registration incountry, flights, vaccinations, antimalarial treatment, PEP treatment, medical and security clearance Incountry VSO will provide induction and support in placement, arrange secure accommodation often shared with another VSO professional, full medical insurance including repatriation cover, medical indemnity insurance, workrelated travel costs, and a living allowance which will enable you to live a basic but healthy lifestyle, but which is not sufficient to cover ongoing commitments at home, Voor meer informatie bekijk onze bedrijfspagina klik op ons logo bovenaan de vacature, , , Solliciteer direct, , ",Full-time,https://www.linkedin.com/jobs/view/externalApply/2323305845?url=https%3A%2F%2Fnederlandvacature%2Enl%2Fvacature%2Feducation-technology-specialist-ontwikkelingsorgan-in-afrika-en-azie%2F248907%2F%3Futm_source%3Dxmlfeed_linkedin%26utm_medium%3Dwebsite%26utm_campaign%3D33903&urlHash=KC5k&refId=6362b124-144f-43ca-a8a1-2b863db03823&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/education-technology-specialist-ontwikkelingsorganisatie-vso-ne-at-nederland-vacature-groep-2323305845?refId=6362b124-144f-43ca-a8a1-2b863db03823&position=3&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-23,2020-11-26,en,3.0,LkXQyqIcR0Ktl1dWhKV0ig==,No,No,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
20,educationalist,LinkedIn,2317465281,EDUCATION TECHNOLOGY SPECIALIST,VSO Nederland,"Utrecht, Utrecht, Netherlands",['Hospitality'],Education,"Country Sierra Leone Application closing date 30 October 2020 Start date February 2021 if the situation allows it Duration 1224 Months The education specialist trains and supports teachers, education management and community members to respond to these challenges in order to unlock the talent of every child The ideal candidate has excellent teacher trainer skills, experience with education management, the ability to support teachers and learners in the use of technology and is passionate about improving childrens learning through digital education technology DET Responsibilities Plan and facilitate frequent factbased Review and CapacityDevelopment Meetings with the district team of national volunteers Undertake school visits alongside national volunteers demonstrating effective mentoring activities for primary teachers of English and Mathematics Support national volunteers to implement their own professional development activities for teachers Lead the national volunteers in preparing and implementing highquality training workshops for primary teachers of English and Mathematics and highquality school visits Participate in various meetings for headteachers and district and subdistrict education officials and advise on teachers professional development, monitoring, and evaluation Develop and communicate success stories and produce regular and reflective individual and district volunteer team reports incorporating both quantitative and qualitative information Lead and support SLFs planning their work including how to reach out to all schools to implement Building and Learning Foundation BLF activities without compromising the quality Significantly contribute to the reporting system In place weekly review meeting reports and DEMDTA report monthly",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317465281?url=https%3A%2F%2Fjoblift%2Enl%2Fjoblink%3Fto%3DeyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9%2EeyJvZmZlcklkIjoiYjZhZWFmNzAtNWUyZS00ZWY5LTkwODktMTQxNTg1YjNiNGY3In0%2EhUxmlrrr9geiHzZYRRyEL2IFVkQkilIhTILs_TUsOL0%26jid%3D350ad5c3354488fe0a84c68984a7278be063f7b3463381144e94d886017c0e58%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D567&urlHash=_Krx&refId=6362b124-144f-43ca-a8a1-2b863db03823&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/education-technology-specialist-at-vso-nederland-2317465281?refId=6362b124-144f-43ca-a8a1-2b863db03823&position=4&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-23,2020-11-26,en,4.0,mc4LQYsIR5qHPEpe6PTLkw==,No,No,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,P,0.6512915129151291,0.34870848708487084,0.466789667896679,0.5313653136531366,Mixed Gender,Mixed Age
