,Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Sector,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Dutch Requirement,English Requirement,Gender_Female,Gender_Mixed,Gender_Male,Age_Older,Age_Mixed,Age_Younger,Gender_Num,Age_Num,Language,Sector Code,% Female,% Male,% Older,% Younger,Gender,Age
167,373,production manager,LinkedIn,2252090221,Director of Design & Engineering,A7eOpCB209efGTYvVMc+ZQ==,Nearfield Instruments BV,"Rotterdam, South Holland, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Computer Software', 'Mechanical or Industrial Engineering']",Engineering,"Nearfield Instruments brings together the most creative minds in science and technology to develop a revolutionary high throughput atomic force microscopy AFM system, enabling atomscale resolution 3D metrology at industrylevel throughput We design, develop, integrate, market and service these advanced metrology machines, , , , Our Director of Design and Engineering will direct and lead the DE department to plan and execute development of new products, improve existing product designs, simplify production techniques, and develop necessary procedures, eg change control, verifications, SDS, TPS, etc You are also responsible for the daily department operations an act as line manager for the Team Leads, , , , , , , Our future Director of DE has sufficient experience as a leader of operations, engineering and development in a working environment which, in terms of complexity, is in line with that of NFI Experience in the field of semiconductor manufacturing equipment is a plus Furthermore, you need to recognize yourself in the profile as described below, , , Who are you, , , , , Besides a technically challenging role where you can utilize the full extend of your professional knowledge, we value your worklive balance and the time for some relaxation Boost your energy by playing a match of table tennis or clear your mind during our weekly run with colleagues, , We rely on each others qualities, capabilities and we motivate one another to get the best out of ourselves and each other We are here to support one another, and colleagues are there to help you TEAM is very important, Together Everyone Achieves More, , We look forward to hear from you, , If the above mix of technical and personal challenges excites you, we encourage you to send us your details using the Apply now button If you have any questions before applying or would like to have a general conversation about Nearfield Instruments, you can contact our HR Business Partner, Shereen Ramcharan on shereenramcharannearfieldinstrumentscom",Full-time,https://www.linkedin.com/jobs/view/externalApply/2252090221?url=https%3A%2F%2Fcareers%2Enearfieldinstruments%2Ecom%2Fdirector-of-design-engineering%2Fen&urlHash=-Pp1&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/director-of-design-engineering-at-nearfield-instruments-b-v-2252090221?refId=cb468eee-72fe-437c-abf6-01ddd8e798dd&trackingId=A7eOpCB209efGTYvVMc%2BZQ%3D%3D&position=23&pageNum=14&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
168,376,production manager,LinkedIn,2293459775,Content Marketing Manager,ffEIslIFt1I2d3SRTLQZSA==,Skin Faculty,"Amsterdam, North Holland, Netherlands",['Cosmetics'],Marketing,"Content Marketing Manager, , About us, Skin Faculty working name is building a digitally enabled, personalized skincare brand for the modern",Full-time,https://www.linkedin.com/jobs/view/externalApply/2293459775?url=https%3A%2F%2Fltpx%2Enl%2FUDjaLqA&urlHash=xT93&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/content-marketing-manager-at-skin-faculty-2293459775?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=ffEIslIFt1I2d3SRTLQZSA%3D%3D&position=1&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
169,377,production manager,LinkedIn,2302587465,Product Manager,2888cL/+JzqE17rtXoW2Sg==,3D Hubs,"Amsterdam, North Holland, Netherlands","['Marketing and Advertising', 'Computer Software', 'Internet']",Product Management,"At 3D Hubs, we empower engineers to create revolutionary products Manufacturing is notoriously difficult for companies big and small Were changing that by making reliable manufacturing methods instantly available to engineers all over the world through our online platform, , If youre looking for a tech scaleup in Amsterdam thats utilising machine learning to have a tangible impact, there are few to choose from But none will have the tangible impact on peoples lives that 3D Hubs has been having since 2013 Weve produced over 6,000,000 parts through our global network of production facilities Over the past 8 years weve built the worlds easiest to use manufacturing solution, connected to a global manufacturing network We have over 35,000 businesses using us, from humble startups to big names like NASA, Audi and HP, , As a Product Manager youll report to our CPO  CoFounder in a team of 5 PMs and 3 Designers Each of our 5 teams Customer, Supplier, RD, Internal Tools, Platform have their own key metrics to deliver on We use Shape Up to prioritise the bets we believe will have the biggest chance at delivering on those metrics Youll be working with our Data Scientists and Software Engineers on a daily basis to improve the flow of sourcing custom parts online, and to ship highquality features with the customer at the centre of every decision Youll have a decisive role in how our B2B Products will develop through shaping bets for the betting tables, , We maintain a fastpaced development culture that has been focused on resultsoverprocess for the past 8 years From instant quote to delivery, we make sure our customers get the best experience and our product plays in a key role in that, , Want to join an empowered product team to build the right tools to empower our customers, then hit apply below, , , , , , Why 3D Hubs, , , We are an equal opportunity employer and value diversity at our company We do not discriminate on the basis of race, religion, colour, national origin, gender, sexual orientation, age, marital status or disability status, , The story of 3D Hubs, , 3D Hubs makes manufacturing easy from prototyping to production The online platform provides readily available production capacity for the fastest lead times and most pricecompetitive parts Simply upload designs to receive instant quotes for 3D printing, CNC machining and Injection Molding 3D Hubs automated Design for Manufacturing DFM analysis detects any potential issues before production begins, eliminating risk for customers, , Founded in 2013, 3D Hubs has produced more than 6,000,000 parts, serving engineering companies of all sizes",Full-time,https://www.linkedin.com/jobs/view/externalApply/2302587465?url=https%3A%2F%2Fjobs%2Elever%2Eco%2F3dhubs%2F2b8fe708-90dc-4354-b7c6-c0c2eff560fe%2Fapply%3Flever-source%3DLinkedIn&urlHash=5GsE&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/product-manager-at-3d-hubs-2302587465?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=2888cL%2F%2BJzqE17rtXoW2Sg%3D%3D&position=2&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
170,378,production manager,LinkedIn,1989295166,Project Manager Operations ECAM,hYF91FoXLRberA6dUJ3AFA==,Trouw Nutrition,"Amersfoort, Utrecht, Netherlands","['Information Technology and Services', 'Food Production', 'Consumer Goods']",Project Management,"Netherlands, , Job Description, Productivity  FFG, , Would you like to take the next career step and contribute to a company that has Feeding the Future as its mission Do you like to have responsibility for your own projects and are you interested in a project management role within operations We are currently looking for a colleague with the right management and operational skills to initiate and implement projects within ECAM Sounds good, right, , , , , , You will be in charge of delivering options and recommendations with supportive business case covering Supply chain models, CAPEX requested and OPEX savings In short, full PL impact on the cost to serve You will compare as well in house production versus 3rd party manufacturing andor toller or copacker, , As a project manager operations you are the single point of contact to the managers and direct the sourcing of Global innovations to the right sourcing strategies In this role you have a good view on the route to market, supply chain and PL of product sold by the OpCos Operating Companies You get the opportunity to develop yourself within a broad field of Supply Chain and Operations The emphasis is on using your informal influencing skills and development, training, coaching and supporting a diverse community, , When executing these projects, the Project Manager will act for several projects across ECAM Beginning from the initial budgeting master planning and design phase to execution and delivery of the project to operations in the OpCo in cooperation with local teams The r ole is based in the Amersfoort office in the Netherlands, but remote work with and at other locations in Europe may be possible as soon as travel policies allow, , , , , , , , , , , As a Nutreco company, Trouw Nutritions mission is to feed the future In a world with limited natural resources, our ambition is to meet the rising food needs of a growing world population in a sustainable manner Working for Nutreco means a fantastic position in an international working environment with lots of development opportunities, , , , , , , You are an interpersonal leader with analytical mindset, combined with business awareness You are also highly result oriented and know how to build and maintain motivating relationships to establish cross cultural awareness Working in an international environment fits you well and you already gained some experience with projects in feed, chemistry or food industry, , , , Are you the perfect candidate we are looking for We would like to hear from you You can express your interest in this role by clicking the button apply online and we will contact you as soon as possible For more information regarding this vacancy you can contact Jasper Keijner Recruiter at 31618536543 In case you do apply, we like to thank you for sharing your ambition with us, , , , Nutreco is a global leader in animal nutrition and fish feed Our advanced nutritional solutions are at the origin of food for millions of consumers worldwide Quality, innovation and sustainability are guiding principles, embedded in the Nutreco culture from research and raw material procurement to products and services for agriculture and aquaculture Experience across 100 years brings Nutreco a rich heritage of knowledge and experience for building its future, , , , Nutreco is an equal opportunity employer applicants are considered for all roles without regard to race, color, religious creed, sex, national origin, citizenship status, age, physical or mental disability, sexual orientation, marital, parental, military status or any other status protected by applicable local law Please advise us at any point during the recruitment and selection process if you require accommodation Nutreco is committed to compliance with all applicable legislation, including providing accommodation for applicants with disabilities",Full-time,https://www.linkedin.com/jobs/view/externalApply/1989295166?url=https%3A%2F%2Fnutreco%2Ewd3%2Emyworkdayjobs%2Ecom%2Fen-US%2FNutreco_External%2Fjob%2FAmersfoort-Utrecht%2FProject-Manager-Operations-ECAM_VAC5558%3Fsource%3DLinkedin&urlHash=iHvp&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/project-manager-operations-ecam-at-trouw-nutrition-1989295166?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=hYF91FoXLRberA6dUJ3AFA%3D%3D&position=3&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
171,379,production manager,LinkedIn,2283475474,Senior Audio Manager,cunA+BXws4JtNPveQKPeQw==,Skillsearch Limited,"Amsterdam, North Holland, Netherlands","['Marketing and Advertising', 'Computer Software', 'Staffing and Recruiting']",Design,"Senior Audio Manager in Amsterdam, Do you have loads of experience of audio production for AAA video games Do you like the sound of working on some unique VR projects If so, read on for details of this opportunity, As a Senior Audio Manager at this studio in London, you will be working alongside the Creative Director to establish the creative vision for this exciting new project Looking after audio for the game will involve setting the quality benchmark for all game audio from music to effects to voices, This studio is rapidly expanding as they work towards the release of their brandnew unannounced AAA game based on a famous IP As one of the worlds largest VR and AR development studios, with a ton of awardwinning games under their belt, its a great time to join the team In return for your hard work here, you will get to enjoy flexible working hours, free food onsite, relocation support, game jams, and the Dutch 30 tax ruling, as well as a load of other perks, , , , Work with the Creative Director to establish the studios creative vision, Work with the Chief Engineer to create longterm technology strategy, Coach the team to foster artistic development, Set audio quality benchmark through creation of audio FX, music, and voice, Manage the studios outsourcing partners, , , , Significant prior experience in audio production for video games, Have worked on one or more shipped AAA game in a production team, Experience with filmTV postproduction, Strong knowledge of DAW tools Pro Tools, Sound forge, MIDI, Handson experience in audio implementation in Unreal Engine 4, Blueprinting skills, Strong musical knowledge from a musiciancomposer perspective, Knowledge of studio audio equipment and the audio engines available, Would you be the perfect fit for this role If so, get in touch with Nicole on nhskillsearchcom to discuss the opportunity, or apply online by submitting your CV in the form below, Please be aware that while we would love to respond to every application we receive, due to high numbers we cannot guarantee this We do however appreciate any time you invest into the application and will make sure to get in touch should anything in future more closely fit your skillset, Tags Audio Manager, Senior Audio Manager, Game Audio, Game Music, Game Sound Effects, AAA Games, VR, AR, Amsterdam Jobs, A little bit about the city Amsterdam, Amsterdam is home to a diverse range of people and rich culture, with each district of the city having its own personality Although starting life as a modest fishing village, Amsterdam is now a business and tourism hub with over 6 million people flooding here each year to take in the culture, Notoriously, the city of Amsterdam paints a picture of canals and bicycles The citys canal ring has become an iconic image of Amsterdam and remains a beautiful network running through the streets, making canal cruises a popular attraction for visitors of the city Amsterdams public transport system is impressive with metros, ferries, trams, trains and buses making getting around this city a breeze However, Amsterdam is famous for cyclists, with its scenic canallined streets making for a stunning environment to cycle in, what better way of commuting to work",Full-time,https://www.linkedin.com/jobs/view/externalApply/2283475474?url=https%3A%2F%2Fwww%2Eskillsearch%2Ecom%2Fvacancy%2Fsenior-audio-manager-6216%3Futm_campaign%3DLinkedIn_Job_Application%26utm_medium%3Dweb%26utm_source%3Dlinkedin_feed&urlHash=yyfm&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-audio-manager-at-skillsearch-limited-2283475474?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=cunA%2BBXws4JtNPveQKPeQw%3D%3D&position=4&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
172,380,production manager,LinkedIn,2321563433,Breeding Manager,G9MlogMeP7oDz+tjcptoGw==,Rijk Zwaan,Netherlands,"['Computer Software', 'Research', 'Financial Services']",Other,"Breeding Manager, Are you keen to lead an enthusiastic breeding department with overall responsibility for the content of the breeding programmes for a diverse range of openfield crops If so, apply for this vacancy for a Breeding Manager in Fijnaart, What will your role as Breeding Manager at Rijk Zwaan entail, Within this role, you share responsibility with a fellow Breeding Manager for the processbased management of the breeding programmes namely spinach, beetroot, chard, rocket, leek, endive, chicory and radicchio and the longterm vision and strategy of the department This requires you to keep up to date with technical developments and to take care of implementing the latest innovations You maintain contact with various other departments within Rijk Zwaan, such as the commercial teams, research departments, seed production and crop maintenance You head up the team together with your fellow Breeding Manager, so it is important that you enjoy coaching people and helping them to stay motivated, Your contribution, You are creative and innovative and have very strong communication skills You have a natural talent for leadership and are an inspiring coach who is in tune with whats going on in the department You have insight into the dynamics of the organisation and of the market You have a strong vision and are good at making strategic choices You are willing to go on regular business trips approx 6 weeks per year",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321563433?url=https%3A%2F%2Frijkzwaancareers%2Ecom%2Fen%2Fvacancy%2Fbreeding-manager&urlHash=GhBQ&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/breeding-manager-at-rijk-zwaan-2321563433?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=G9MlogMeP7oDz%2BtjcptoGw%3D%3D&position=5&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
173,381,production manager,LinkedIn,2300323108,IT Operations Manager BeNeLux,tf55GNWammdgPbrlzJZykg==,Fresenius Medical Care Benelux,"sHertogenbosch, North Brabant, Netherlands",['Medical Devices'],Information Technology,Fresenius Medical Care aims to continuously improve the quality of life of patients with kidney disease by offering innovative products and treatment concepts of the highest quality To deliver the highest quality our 170 internal users also expect a best in class IT service In this brand new role you will report into our CFOHead of Commercial Services As IT Operations Manager you will be responsible for two IT employees Our IT department is responsible for,Full-time,https://www.linkedin.com/jobs/view/externalApply/2300323108?url=https%3A%2F%2Fkarriere%2Efresenius%2Ede%2Fen%2Fjob%2Fit-operations-manager-benelux&urlHash=OATl&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/it-operations-manager-benelux-at-fresenius-medical-care-benelux-2300323108?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=tf55GNWammdgPbrlzJZykg%3D%3D&position=6&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
174,382,production manager,LinkedIn,2304556263,Project Manager Operations ECAM,4u38AYFqiFYtvOy8WMuc0g==,Nutreco,"Soest, Utrecht, Netherlands",['Food Production'],Information Technology,"Productivity  FFG, Fulltime, Amersfoort, , Would you like to take the next career step and contribute to a company that has Feeding the Future as its mission Do you like to have responsibility for your own projects and are you interested in a project management role within operations We are currently looking for a colleague with the right management and operational skills to initiate and implement projects within ECAM Sounds good, right",Full-time,https://www.linkedin.com/jobs/view/externalApply/2304556263?url=https%3A%2F%2Fnutreco%2Ewd3%2Emyworkdayjobs%2Ecom%2FNutreco_External%2Fjob%2FAmersfoort-Utrecht%2FProject-Manager-Operations-ECAM_VAC5558&urlHash=sX3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/project-manager-operations-ecam-at-nutreco-2304556263?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=4u38AYFqiFYtvOy8WMuc0g%3D%3D&position=7&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
175,383,production manager,LinkedIn,2313876560,Project Support Coordinator,RA7/B+kGiItlM0cUr8X/+Q==,SGS  Co,"Amsterdam, North Holland, Netherlands","['Marketing and Advertising', 'Packaging and Containers']",Project Management,"JOB PURPOSE,   Responsible for the accurate data entry of the clients briefs  orders into the MySGS system Responsible for supporting the Project manager with admin duties and updates on status of projects",Full-time,,https://nl.linkedin.com/jobs/view/project-support-coordinator-at-sgs-co-2313876560?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=RA7%2FB%2BkGiItlM0cUr8X%2F%2BQ%3D%3D&position=8&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
176,384,production manager,LinkedIn,2222617118,Strategic Factory Operations Manager,MJQM6Dp/xsbHcAj6O1C0Ng==,ChargePoint,"Amsterdam, North Holland, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Information Technology and Services', 'Computer Software']",Management,"About Us, , With electric vehicles EVs expected to be nearly 30 of new vehicle sales by 2025 and more than 50 by 2040, electric mobility is becoming a reality ChargePoint is at the center of this revolution, powering one of the worlds leading EV charging networks and a comprehensive set of hardware, software and mobile solutions for nearly every charging need We bring together drivers, businesses, automakers, policymakers, utilities and other stakeholders to make emobility a global reality, , Since our founding in 2007, ChargePoint has focused solely on EV charging and established a business model thats been validated by more than a decade in business and thousands of customers As we near a public listing milestone that will broaden our market leadership and build on years of innovation, ChargePoint offers a onceinalifetime chance to build our allelectric future and dominate a trilliondollar market, , Join the team that is building the EV charging industry and make your mark on how people and goods will get everywhere they need to go, in any context, for generations to come, , Discover what its like to help build the fueling network of the future  check out our Engineering Blog, , Reports To, , Director, Strategic Factory Operations, , What You Will Be Doing, , The Strategic Factory Operations Manager is the crossfunctional leader of factory change initiatives By partnering with materials management, technical operations, new product operations, and strategic suppliers, the SFO manager makes sure projects are properly planned across disciplines and executed on time and onbudget The inregion operations manager represents ChargePoint in daily interactions with factory leaders and makes sure ChargePoints headquarters team is connected to local operations activities, , What You Will Bring to ChargePoint, , , , , , Location, , Amsterdam, Netherlands, , We are committed to an inclusive and diverse team ChargePoint is an equal opportunity employer We do not discriminate based on race, color, ethnicity, ancestry, national origin, religion, sex, gender, gender identity, gender expression, sexual orientation, age, disability, veteran status, genetic information, marital status or any legally protected status, , If there is a match between your experiencesskills and the Company needs, we will contact you directly, , ChargePoint is an equal opportunity employer, Applicants only  Recruiting agencies do not contact",Full-time,https://www.linkedin.com/jobs/view/externalApply/2222617118?url=https%3A%2F%2Fapp%2Egreenhouse%2Eio%2Fembed%2Fjob_app%3Ftoken%3D4938833002%26s%3DLinkedIn%26source%3DLinkedIn&urlHash=JJkR&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/strategic-factory-operations-manager-at-chargepoint-2222617118?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=MJQM6Dp%2FxsbHcAj6O1C0Ng%3D%3D&position=9&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
177,385,production manager,LinkedIn,2213584099,Product Operations Manager,SgNmO4KdgEuvzixHRyi+IA==,Miro,"Amsterdam, North Holland, Netherlands","['Marketing and Advertising', 'Computer Software', 'Internet']",Management,"About The Team, , The Miro Product Operations team supports the product development organization with solutions for planning, releasing, and operating at scale Were building tools, running projects, and fostering collaboration with customerfacing teams to help our product development partners deliver value faster and more consistently to millions of users, , , , This is a unique opportunity to scale product development in a crossfunctional team capacity, , Were looking for an experienced program manager to focus on our gotomarket, release, and product feedback solutions You will work with the Product, Engineering, Analytics and customerfacing teams to operate and meaningfully improve key practices, , Youll deliver processes and drive projects through the product development lifecycle from analysing user insights to changing inproduct systems, and creating more efficient operational tools and processes Your job will be to build a tight feedback loop with our partner teams, understand how the existing processes could improve, then prioritize changes and deliver on that plan, , You will be required to showcase excellent leadership, problem solving in ambiguity, project management, and communication skills across crossfunctional stakeholders, , The role would require ability to influence business decisions through quantitative and qualitative insights that continually drive optimization of product development and user experience, , , , , , , , , , , , , Miro is an online collaborative whiteboard platform that enables distributed teams to work effectively together, from running brainstorming sessions and workshops to planning projects, from designing new products and services to facilitating agile ceremonies With around 10 million users and counting, Miro is trusted by Dell, Cisco, Salesforce, PWC, EY, Deloitte and many more global companies of all sizes, , At Miro, we are a team of dreamers We look for individuals who dream big, work hard and above all stay humble Collaboration is at the heart of what we do and through our work together we hope to create a supportive, welcoming, and innovative environment We strive to play as a team to win the world and create a better version of ourselves everyday If this sounds like something that excites you, we want to hear from you, , Check out our career page for all our open roles or hop onto this Miro board to learn more about us",Full-time,https://www.linkedin.com/jobs/view/externalApply/2213584099?url=https%3A%2F%2Fmiro%2Ecom%2Fcareers%2Fvacancy%2F%3Fgh_jid%3D4928532002&urlHash=g0hM&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/product-operations-manager-at-miro-2213584099?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=SgNmO4KdgEuvzixHRyi%2BIA%3D%3D&position=10&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
178,386,production manager,LinkedIn,2300376086,IT Operations Manager BeNeLux,IycgO6Z0jWa0dDEJJw5oXQ==,Fresenius Medical Care,"Nieuwkuijk, North Brabant, Netherlands","['Hospital & Health Care', 'Pharmaceuticals', 'Information Technology and Services']",Management,"Our IT Department Is Responsible For, , Fresenius Medical Care aims to continuously improve the quality of life of patients with kidney disease by offering innovative products and treatment concepts of the highest quality To deliver the highest quality our 170 internal users also expect a best in class IT service In this brand new role you will report into our CFOHead of Commercial Services As IT Operations Manager you will be responsible for two IT employees, , , , , , , , , Fresenius Medical Care offers new colleagues a permanent contract with a competitive salary, bonus and leasecar Besides that we are offering a flexible working environment including working from home Within Fresenius Medical Care there is an informal working atmosphere, in which attention is paid to each individual, , , , Fresenius Medical Care is the worlds leading provider of products and services for people with chronic kidney failure Around 35 million patients worldwide with this disease regularly undergo dialysis treatment Dialysis is a lifesaving blood cleansing procedure that substitutes the function of the kidney in case of kidney failure, , We care for more than 348,000 patients in our global network of more than 4,000 dialysis clinics At the same time, we operate 45 production sites in more than 20 countries, to provide dialysis products such as dialysis machines, dialyzers and related disposables, , We aim to continuously improve our patients quality of life by offering them highquality products as well as innovative technologies and treatment concepts Would you also like to make your contribution to kidney patients, , Freseni",Full-time,https://www.linkedin.com/jobs/view/externalApply/2300376086?url=https%3A%2F%2Fkarriere%2Efresenius%2Ede%2Fde%2Fjob%2Fit-operations-manager-benelux&urlHash=a0ig&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/it-operations-manager-benelux-at-fresenius-medical-care-2300376086?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=IycgO6Z0jWa0dDEJJw5oXQ%3D%3D&position=11&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
179,387,production manager,LinkedIn,2305947614,IT Project Manager / Manufacturing Execution System (MES),dzafJ13LCcl5DmMD+Py3mA==,IT recruitment company,"Arnhem, Gelderland, Netherlands","['Information Technology and Services', 'Computer Software', 'Financial Services']",Project Management,"Functie IT Project Manager  Manufacturing Execution System MES Aanvraagnummer 99372 Expertise Manufacturing Execution System MES Regio Arnhem Startdatum ASAP Duur 6 a 12 maanden met kans op verlenging Eventueel vast dienstverband Werkzaamheden, , The cornerstone of the IT Strategy is to implement a Group MES system to increase return on investment The MES will provide the information to the streamlining of production processes, minimising downtime through preventative maintenance and delivering manufacturing data to group reporting to be combined with Finance, Supply Chain and SalesMarking data, The MES Project Manager must forge strong relationships with internal business stakeholders, ensuring business requirements are translated into Software Selection and software implementation, The successful candidate will have a strong technical, manufacturing or industrial background in an international environment, understanding the importance of Industry 40 and how advanced analytics can support business growth through greater visibility into all operations",Full-time,https://www.linkedin.com/jobs/view/externalApply/2305947614?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D3874685fc2de%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfdddcdd8add9cddccdda8dd8addbgadaaaddfdde3aeccacbfec3ddcg3e&urlHash=9R6S&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/it-project-manager-manufacturing-execution-system-mes-at-it-recruitment-company-2305947614?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=dzafJ13LCcl5DmMD%2BPy3mA%3D%3D&position=12&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,en,,,,,,,
180,388,production manager,LinkedIn,2304647739,Project Manager Solar - Junior Consultant,01owWZhk1kzD4//Rob0hDg==,Greenfish,"Amsterdam, North Holland, Netherlands","['Renewables & Environment', 'Mechanical or Industrial Engineering', 'Civil Engineering']",energy supply,"What does it mean to be a junior consultant at Greenfish , To be a Greenfish ambassador wherever you go , To work on different projectsu202fofu202four clients , To beu202fflexible and adapting quickly to new challenges , To be committed to your different responsibilities client  Greenfish ",Full-time,,https://nl.linkedin.com/jobs/view/project-manager-solar-junior-consultant-at-greenfish-2304647739?refId=5ca83a4e-f0a8-4f38-998d-eb6cb350f69d&trackingId=01owWZhk1kzD4%2F%2FRob0hDg%3D%3D&position=13&pageNum=15&trk=public_jobs_job-result-card_result-card_full-click,3 days ago,3 days ago,2020-11-28,2020-12-02,No,No,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,en,D,0.27586206896551724,0.7241379310344828,0.5172413793103449,0.4482758620689655,Mixed Gender,Mixed Age
