,Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Sector,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Dutch Requirement,English Requirement,Gender_Female,Gender_Mixed,Gender_Male,Age_Older,Age_Mixed,Age_Younger,Language,Gender_Num,Age_Num,Sector Code,% Female,% Male,% Older,% Younger,Gender,Age
10,67,electrical engineer,LinkedIn,2327263971,Electrical Design Engineer (Altium/ ISO26262) | Nieuw-Vennep | Trinamics,X4BE6VwOJlgApGZ4JORVng==,Werkzoekennl,"NieuwVennep, North Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,"Vacature van Trinamics, locatie NieuwVennep, , As a Junior Embedded Design Engineer you will improve, develop and implements tests for the production environment You will have a focus on Hardware Firmware Design To make sure you make the right adjustment you will work closely in a team with several engineers, , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2327263971?url=https%3A%2F%2Fwww%2Ewerkzoeken%2Enl%2F7757_trinamics%2Fvacatures%2F4159293_electrical-design-engineer-altium-iso26262%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dengineer%2Bnieuw-vennep&urlHash=HOV_&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/electrical-design-engineer-altium-iso26262-nieuw-vennep-trinamics-at-werkzoeken-nl-2327263971?refId=fcd2fea3-1718-40b0-9288-5fe55bedf1b5&trackingId=X4BE6VwOJlgApGZ4JORVng%3D%3D&position=17&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,0,0,0,0,0,en,,,,,,,,,
11,69,electrical engineer,LinkedIn,2264461147,Lead Electrical Engineer | Dordrecht | U-People,gRCGDnnzE4teqBCVkB2dUw==,Technicusnl,"Dordrecht, South Holland, Netherlands","['Construction', 'Mechanical or Industrial Engineering', 'Civil Engineering']",Engineering,"Vacature van UPeople, locatie Dordrecht, , Lead Electrical Engineer, , Do you have experience in the design of electrical power systems for Shipbuilding, Yacht Building or offshore and able to lead a group of experienced engineers Are you able to work yourself with AutoCAD, SEE Electrical or Eplan P8 Would you like to work for an innovative company in the marine  offshore industry If so, you just found your challenge, , , , As a Lead Electrical Engineer, you will lead a group developing basic and detailed electrical designs for offshore vessels You will work in the discipline Power Systems always cooperating with your colleagues and Project management This position is located in the area of Dordrecht, , , , Doing designs yourself and leading a group of power system engineers performing the following tasks, , , , , Furthermore, the following requirements should be met in order to be successful in these job positions, , For the Lead Engineer positions, we are looking for people who have experience or can lead  guide a group engineers, , , Dutch leading company with projects in Marine, Offshore and Industrial domain, , , , , Are you the Lead Electrical Engineers that we are looking for Apply directly for this job by sending your CV via the application button If you have any questions before your application please contact Joost Wenteler at 31 0629578908 you can send me a WhatsApp at all times or send an email via de button Solliciteer nu op deze pagina, , , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2264461147?url=https%3A%2F%2Fwww%2Etechnicus%2Enl%2Ftechnische-baan%2F2892_302653_lead-electrical-engineer%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dengineer%2Bdordrecht&urlHash=6LBr&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-electrical-engineer-dordrecht-u-people-at-technicus-nl-2264461147?refId=fcd2fea3-1718-40b0-9288-5fe55bedf1b5&trackingId=gRCGDnnzE4teqBCVkB2dUw%3D%3D&position=19&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,0,0,0,0,0,en,,,,,,,,,
12,80,electrical engineer,LinkedIn,2327218183,Lead Electrical Engineer | Dordrecht | U-People BV,f8H1Nd5hAFX8aU270av/lw==,Werkzoekennl,"Dordrecht, South Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,"Vacature van UPeople BV, locatie Dordrecht, , Lead Electrical Engineer, , Do you have experience in the design of electrical power systems for Shipbuilding, Yacht Building or offshore and able to lead a group of experienced engineers Are you able to work yourself with AutoCAD, SEE Electrical or Eplan P8 Would you like to work for an innovative company in the marine  offshore industry If so, you just found your challenge, , , , As a Lead Electrical Engineer, you will lead a group developing basic and detailed electrical designs for offshore vessels You will work in the discipline Power Systems always cooperating with your colleagues and Project management This position is located in the area of Dordrecht, , , , Doing designs yourself and leading a group of power system engineers performing the following tasks, , , , , Furthermore, the following requirements should be met in order to be successful in these job positions, , For the Lead Engineer positions, we are looking for people who have experience or can lead  guide a group engineers, , , Dutch leading company with projects in Marine, Offshore and Industrial domain, , , , , Are you the Lead Electrical Engineers that we are looking for Apply directly for this job by sending your CV via the application button If you have any questions before your application please contact Joost Wenteler at 31 0629578908 you can send me a WhatsApp at all times or send an email via de button Solliciteer nu op deze pagina, , , , , , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2327218183?url=https%3A%2F%2Fwww%2Ewerkzoeken%2Enl%2F5830_u-people-bv%2Fvacatures%2F4867091_lead-electrical-engineer%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dengineer%2Bdordrecht&urlHash=rjIl&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-electrical-engineer-dordrecht-u-people-bv-at-werkzoeken-nl-2327218183?refId=65f24760-1e9b-4988-bb29-12d4811fc588&trackingId=f8H1Nd5hAFX8aU270av%2Flw%3D%3D&position=5&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,0,0,0,0,0,en,,,,,,,,,
13,83,electrical engineer,LinkedIn,2324851907,Lead/Senior Electrical Engineer (marine),YODWvg07kQHV4RLT6MhRmQ==,IvGroep,"Alblasserdam, South Holland, Netherlands","['Information Technology and Services', 'Mechanical or Industrial Engineering', 'Oil & Energy']",Engineering,"None of our projects are easy or boring, not even for the smartest engineers, Multidisciplinary projects, technically complex issues, various types of ships as a LeadSenior Electrical Engineer at Nevesbu, you will work on projects where even you as a specialist, will not instantly be able to provide an answer Sometimes you will be involved in largescale projects from the concept up to and including the Detailed Design and on other occasions, you will work on smaller, more intensive projects Not only is your role crucial for the design of electrical installations, drive systems and automation on board ships, but also for the realisation of innovations In the field of electrical engineering, you are a source of information for customers and colleagues, you will work together with other Electrical Engineers and contribute your ideas about the growth and development of the discipline, , What do we expect of you You must have at least 5 years of work experience and specialist knowledge of concept and basic design This profession holds no secrets for you You enthusiastically seek the limits of what is technically feasible and know exactly, how to bring innovations on board You love diversity in projects and will not shy away from a challenge Whatever type of ship you are working on you understand the context of the project and possess the ability to oversee the whole Additionally, you have the drive to continually improve and innovate We, therefore, expect that you keep yourself uptodate with the latest developments and contribute your ideas as to how we, as a company, can get involved",Full-time,https://www.linkedin.com/jobs/view/externalApply/2324851907?url=https%3A%2F%2Fwww%2Evacatures%2Enl%2Fvacature%2Flead-senior-electrical-engineer-marine%3A44417697%2F&urlHash=-UzK&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-senior-electrical-engineer-marine-at-iv-groep-2324851907?refId=65f24760-1e9b-4988-bb29-12d4811fc588&trackingId=YODWvg07kQHV4RLT6MhRmQ%3D%3D&position=8&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,0,0,0,0,0,en,,,,,,,,,
14,85,electrical engineer,LinkedIn,2278186168,Sr. Electrical Engineer Maritime,6K8KunhQeMlPweEYxQ5pmg==,independent recruiters,"Amsterdam, North Holland, Netherlands","['Electrical/', 'Electronic Manufacturing']",energy supply,"This company is going to extend the Electrical  Automation department due to a massive project request Here, you will have to participate in the design, specification, selection and integration of all electrical and automation systems of our vessels As all of the requests and requirements are custom made, you can imagine that these systems are extensive and include electrical power distribution, lighting, networking, platform automation, navigation, communication  This company is a global market leader within the maritime ind Electrical Engineering or another relevant technical study at Master or Bachelor level",Full-time,https://www.linkedin.com/jobs/view/externalApply/2278186168?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fd47e7019-54bf-4b1d-bcac-6476527ee92f%3Fjid%3D74431e4d2ae91f3b466167485dfcaf72d2b9a8de2c75db40bd42e7fd69d0dcdc%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=FRJF&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/sr-electrical-engineer-maritime-at-independent-recruiters-2278186168?refId=65f24760-1e9b-4988-bb29-12d4811fc588&trackingId=6K8KunhQeMlPweEYxQ5pmg%3D%3D&position=10&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,1,0,0,1,0,en,2.0,2.0,D,0.27586206896551724,0.7241379310344828,0.5172413793103449,0.4482758620689655,Mixed Gender,Mixed Age
15,96,electrical engineer,LinkedIn,2291024214,Senior Electrical Engineer,lFWvCueUMN8sli8lRv3jlg==,Arup,"Nederland, Overijssel, Netherlands","['Information Technology and Services', 'Computer Software', 'Management Consulting']",Engineering,"A career at Arup offers you the chance to make a positive difference in the world Independently owned and independently minded, Arup is the creative force at the heart of many of the worlds most prominent projects in the built environment We offer a broad range of professional services that combine to make a real difference to our clients and the communities in which we work For more than 70 years, we have helped bring to life groundbreaking projects across the globe, , We are truly global, and our 15,000 planners, designers, engineers and consultants around the world deliver innovative projects with creativity and passion, , , , , We are looking to add a Senior Electrical Engineer to our multidisciplinary team We unite a global network of inventive and highly skilled building engineers and design specialists Together, we are best known for helping to shape ambitious buildings But while our most recognizable work is in complex, groundbreaking structures, many of which Arups input made possible, it is better building performance that drives us, , , , , , You can identify yourself with our values and you want to collaborate with us in shaping a better world with iconic and innovative projects, , , , We offer you a job in a multicultural and informal international working environment with good and lucrative conditions, both primary and secondary, , , For more information about this vacancy please contact John Meijdam, recruitment business partner at Arup in The Netherlands or by telephone 31652473072",Full-time,https://www.linkedin.com/jobs/view/externalApply/2291024214?url=http%3A%2F%2Fwww%2Eexperteer%2Enl%2Fcareer%2Flp%2Fsignup_vertical_full_job%2F1_2018%3Fjob_id%3D23675274%26affiliate%3Daffnl_131%26utm_medium%3Dmetasearch%26utm_source%3Dlinkedin%26utm_content%3Djob&urlHash=DCMw&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-electrical-engineer-at-arup-2291024214?refId=65f24760-1e9b-4988-bb29-12d4811fc588&trackingId=lFWvCueUMN8sli8lRv3jlg%3D%3D&position=21&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,0,0,0,0,0,en,,,,,,,,,
16,99,electrical engineer,LinkedIn,2270551087,Lead Electrical Hardware Engineer,MVPU7g9NaINoOMarf5BOtA==,VDL,"Eindhoven, North Brabant, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Automotive', 'Mechanical or Industrial Engineering']",Engineering,"As an Electrical hardware lead engineer role you will be responsible from concept till qualification of mechatronic systems You will also be the lead engineer for the internal and external project team Are you eager to further develop your electrical expertise Then this might be an interesting vacancy for you Job information The Electrical hardware lead engineer communicates with all the stakeholders in the different phases of the project, both inside and outside VDL ETG Projects During the concept phase you will mainly communicate with engineers from other disciplines and competence leaders to make tradeoffs and define the electrical concept design During the designimplementation and verification phase you will lead the team including the external partner to make and review the electrical hardware designs During the testintegration phase you will be communicating with the internal production department and help solving problems in the first integration phase Because you work in multidisciplinary project teams youll need to have a broad knowledge of electronics and are also interested in other disciplines such as mechanics, mechatronics and software Furthermore you are responsible for",Full-time,https://www.linkedin.com/jobs/view/externalApply/2270551087?url=https%3A%2F%2Fwww%2Evacatures%2Enl%2Fvacature%2Flead-electrical-hardware-engineer%3A42467036%2F&urlHash=zqzo&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-electrical-hardware-engineer-at-vdl-2270551087?refId=65f24760-1e9b-4988-bb29-12d4811fc588&trackingId=MVPU7g9NaINoOMarf5BOtA%3D%3D&position=24&pageNum=3&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,0,0,0,0,0,en,,,,,,,,,
17,101,electrical engineer,LinkedIn,2317383066,Electrical Connectivity Design Engineer / E-Designer,xkejzdZj8eJD7b4gj8bKCg==,Cross Border Talents,"Nederland, Overijssel, Netherlands",['Mechanical or Industrial Engineering'],Engineering,"Cross Border Talents is searching a Connectivity Design Engineer for our client in Veldhoven, Netherlands, , Our client is an important outsourcing company that provides service to the biggest hightech industries in Brainport The Tech Campus located in this region concentrates many high tech manufacturing companies and have currently over 11000 professionals from all over the world It is the place to be when talking about RD, , We are looking for a professional interested in electrical connectivity solutions for hightech products, , If you are challenged by specification, design, realization and qualification of the electrical sub modules and have 4 years of experience as an Connectivity Design Engineer, complimented with a Bachelor or Masters degree in Electrical Engineering then this position is perfect, , As an Connectivity Design Engineer, your mission is to specify, design, realize, maintain and qualify electrical infrastructure and electrical sub modules for new and existing products Cables, racks, cabinets, boxes with electronics, connection boxes, connection plates, back panels, fan units etc, , The electrical infrastructure consists of the complete electrical path from sensoractuator towards IO andor computational racks, meaning, , All cabling from sensorsactuators up to IO andor computational racksConnection platesboxesComputational racks CPUPLCIO racks rear panels andor backplanesMains distribution, The following deliverables are created by the Connectivity Design Engineer, , The functional overview describing the location of the electronics parts in the subsystemThe functional block diagrams describing the functions within the sub system on a high levelThe detailed wiring diagrams describing all the electrical connections within the subsystem in detailThe cable overview giving the overview of all the cables within the sub systemThe functional specification EPS, test specification TPS, design specification EDS and qualification document TAR of the electrical infrastructure and electrical sub modules, , , , Act as an EDEV representative in a multidisciplinary design teamMake work breakdown and planning, agreed with other stakeholdersSupport outsourcing of work to external suppliersTransfer knowledge to production and service engineersSolve problems during 1st product integrationSupport production and service as an expert 4th line supportAnalyze and solve reliability issues, , , , Education, , , , , , , , Personal skills, , Highly motivated team player with good social and communication skills Selfpropelling, takes initiativeownership in daily work Structured, with eye for quality and details Pragmatic attitude, , , , Market related salary, , 1 year contract",Full-time,https://www.linkedin.com/jobs/view/externalApply/2317383066?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F10985972-f295-437a-ba38-53f31ddfa0df%3Fjid%3D3de65445e9586c2ae3348fb48e37ab516ddf17c6e720db72f3c9e255445eb32d%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D567&urlHash=u7SX&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/electrical-connectivity-design-engineer-e-designer-at-cross-border-talents-2317383066?refId=2f8858a9-00f5-4660-88d1-404e9c47bdcb&trackingId=xkejzdZj8eJD7b4gj8bKCg%3D%3D&position=1&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,0,0,0,0,0,en,,,,,,,,,
18,104,electrical engineer,LinkedIn,2278188076,Sr. Electrical Engineer Maritime,SqmQU2TFQeGiXjrtGN1eqw==,independent recruiters,"AmsterdamZuidoost, North Holland, Netherlands","['Electrical/', 'Electronic Manufacturing']",energy supply,"This company is going to extend the Electrical  Automation department due to a massive project request Here, you will have to participate in the design, specification, selection and integration of all electrical and automation systems of our vessels As all of the requests and requirements are custom made, you can imagine that these systems are extensive and include electrical power distribution, lighting, networking, platform automation, navigation, communication  This company is a global market leader within the maritime ind",Full-time,https://www.linkedin.com/jobs/view/externalApply/2278188076?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F6bdf43ff-eee1-479a-8ec0-d9f2197b1787%3Fjid%3D480d55e3faf316155550ad9a2a1401e17953bc4b606ba4a9ee9a057738a61fa0%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=1Vke&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/sr-electrical-engineer-maritime-at-independent-recruiters-2278188076?refId=2f8858a9-00f5-4660-88d1-404e9c47bdcb&trackingId=SqmQU2TFQeGiXjrtGN1eqw%3D%3D&position=4&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,1,0,0,1,0,en,2.0,2.0,D,0.27586206896551724,0.7241379310344828,0.5172413793103449,0.4482758620689655,Mixed Gender,Mixed Age
19,109,electrical engineer,LinkedIn,2327235255,Lead Electrical Engineer | Sliedrecht | Forexx,0Pl8ud5t99XC23UM8IugrA==,Werkzoekennl,"Sliedrecht, South Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,"Vacature van Forexx, locatie Sliedrecht, , Summary, Sector Marine  Offshore, , Are you intrested to work with reliable and innovative equipments for Vessels, Have you workexperiende in Shipbuilding, Dredging, offshore and mining industries, Do you have technical knowledge about Electrical Power Systems, , Our client offers you a challenging job within a succesful and dynamic company with a reputation for being a worldwide leader, , , , As Lead Engineer Electrical Power Systems you coordinate the electrical engineering work relating to the power systems for new built dredging and offshore vessels During the engineering, production, installation and commissioning phases you will remain responsible for the systems you have designed In addition you will offer technical leadership to engineers within the project team Meaning you will have intensive contact with your colleagues from Automation, Shipbuilding, and Mechanical Engineering When the commissioning phase starts you will join the commission team and support them with your specific knowledge on the Electrical systems of your project, , , , , , , , As a job description you will be permanently employed by Forexx and you will support our clients on location with your expertise and experience Assignments usually have a duration of 1 to 2 yearsFor the long term, this means that you can execute multiple projects at Forexx within a few years, allowing you to gain experience in various environments and branches and in addition with multiple products and technologies, , Together with our personal development program, this diversity forms the basis of our Future Employability promise You can read more about this on our websiteYou can also expect our personal approach from your colleagues at the officeWhether it concerns assignmentrelated matters or personal questions You can always call us and if you wish you can come to the office or we will come to you So that you can use 100 for the customer and with that Forexx A regular conversation with your account manager at order location is standard at Forexx, , , , , , Solliciteer hier, , 5cd8a0b9cc68f9ffa4c9253553278a55",Full-time,https://www.linkedin.com/jobs/view/externalApply/2327235255?url=https%3A%2F%2Fwww%2Ewerkzoeken%2Enl%2F10010_forexx%2Fvacatures%2F4763002_lead-electrical-engineer%2F%3Fsource%3D5cd8a0b9cc68f9ffa4c9253553278a55%26utm_source%3Dlinkedin%26utm_medium%3Dreferral%26utm_campaign%3Dlinkedin_referral_vertical_vac_feed%26utm_term%3Dengineer%2Bsliedrecht&urlHash=-eAo&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-electrical-engineer-sliedrecht-forexx-at-werkzoeken-nl-2327235255?refId=2f8858a9-00f5-4660-88d1-404e9c47bdcb&trackingId=0Pl8ud5t99XC23UM8IugrA%3D%3D&position=9&pageNum=4&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,0,0,0,0,0,en,,,,,,,,,
20,127,electrical engineer,LinkedIn,2328656741,Sr. Electrical Engineer Maritime - Vlissingen,jmL1QQfq5Bsl4jFxN4xiGw==,IamExpat,"Vlissingen, Zeeland, Netherlands","['Information Technology and Services', 'Research', 'Financial Services']",Engineering,"This company is going to extend the Electrical  Automation department due to a massive project request Here, you will have to participate in the design, specification, selection and integration of all electrical and automation systems of our vessels As all of the requests and requirements are custom made, you can imagine that these systems are extensive and include electrical power distribution, lighting, networking, platform automation, navigation, communication , , During all projects, you will work in multidisciplinary teams In addition, you will work closely with international subcontractors, suppliers and clients, which requires you to have excellent communication skills The main activities within this department are Be involved from the very first proposal phase in the project to perform design proposals and calculations Implement deep technical and practical knowledge into solid and innovative designs Contribute to the engineering process by developing the required deliverables, such as specification documents, functional descriptions, schematic drawings and testvalidation plans Development of conceptual system designs and technical specifications for subcontracted systems Technical review of offers from suppliers and comakers, together with the procurement department Development of functional system descriptions and diagrams Integration of electrical parts and systems in close cooperation with the main comakers Management of all electricaldata interfaces between subcontracted systems Development and review of test protocols Support the building yard during production and commissioning till delivery of the vessel Contribute to design studies and proposals for new projects",Full-time,https://www.linkedin.com/jobs/view/externalApply/2328656741?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D8e985737fcd8%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfdd8cadbadd7cdd8cddb8dd9adddgdd9aadafadd3aeccdc8fec3ddcg3e&urlHash=0zmM&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/sr-electrical-engineer-maritime-vlissingen-at-iamexpat-2328656741?refId=9e81ecb6-8a45-4a49-9814-065e3a59abda&trackingId=jmL1QQfq5Bsl4jFxN4xiGw%3D%3D&position=2&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,0,0,0,0,0,en,,,,,,,,,
21,132,electrical engineer,LinkedIn,2306100327,Sr. Electrical Engineer Maritime - Vlissingen,1WFnMjty1O4tPlhCglcnwg==,IamExpat,"Vlissingen, Zeeland, Netherlands","['Information Technology and Services', 'Research', 'Financial Services']",energy supply,"This company is going to extend the Electrical  Automation department due to a massive project request Here, you will have to participate in the design, specification, selection and integration of all electrical and automation systems of our vessels As all of the requests and requirements are custom made, you can imagine that these systems are extensive and include electrical power distribution, lighting, networking, platform automation, navigation, communication , , During all projects, you will work in multidisciplinary teams In addition, you will work closely with international subcontractors, suppliers and clients, which requires you to have excellent communication skills, , , , , , This company is a global market leader within the maritime industry and has multipule locations in The Netherlands You will be working in the Rotterdam region Next to this, you could be relocated to other European countries in order to participate in an on site project",Full-time,https://www.linkedin.com/jobs/view/externalApply/2306100327?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D71ea94639ad9%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfdd9cddfeadb8adfbdd79ddcaddagdddadd7fadf3aeccdc7fec3ddcg3e&urlHash=3GOl&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/sr-electrical-engineer-maritime-vlissingen-at-iamexpat-2306100327?refId=9e81ecb6-8a45-4a49-9814-065e3a59abda&trackingId=1WFnMjty1O4tPlhCglcnwg%3D%3D&position=7&pageNum=5&trk=public_jobs_job-result-card_result-card_full-click,6 days ago,6 days ago,2020-11-26,2020-12-01,No,No,0,1,0,0,1,0,en,2.0,2.0,D,0.27586206896551724,0.7241379310344828,0.5172413793103449,0.4482758620689655,Mixed Gender,Mixed Age
22,19,electrical engineer,LinkedIn,2264252914,"Lead Design Engineer, Electrical",uggB1JS4BC2BUYD45Zmbbw==,Neste,"Rotterdam, South Holland, Netherlands",['Renewables & Environment'],Project Management,"We believe in people who find new ways of doing things  people for whom safety and sustainability are part of their professional skills Customer mindset is essential to all of us at Neste and we work hard to find the best solutions for our customers We believe everyone is a leader and share a natural desire for collaboration If all this, and our values We Care, We have courage and We cooperate as well as innovation and excellence resonate with you, you are the talent we are looking for",Full-time,https://www.linkedin.com/jobs/view/externalApply/2264252914?url=https%3A%2F%2Fcareer5%2Esuccessfactors%2Eeu%2Fcareer%3Fcareer_ns%3Djob_listing%26company%3DC0008491343P%26navBarLevel%3DJOB_SEARCH%26rcm_site_locale%3Den_GB%26career_job_req_id%3D41244&urlHash=Akis&refId=e2b1aab5-55f5-4252-8e2c-3b5d35e4dbd0&trackingId=uggB1JS4BC2BUYD45Zmbbw%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/lead-design-engineer-electrical-at-neste-2264252914?refId=e2b1aab5-55f5-4252-8e2c-3b5d35e4dbd0&trackingId=uggB1JS4BC2BUYD45Zmbbw%3D%3D&position=19&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
23,20,electrical engineer,LinkedIn,2330323750,Senior Electrical Engineer,6kG+1PKjPUNGcMEDPXCXHA==,Brunel,"Eindhoven, North Brabant, Netherlands",['Automotive'],Engineering,"For our client, a leading Dutch truck manufacturing company, we are currently looking for a Senior Engineer who will be responsible for the application and development of electrical and electronic vehicle systems, , As Senior Engineer Vehicle Electronics you are primarily responsible for the realization of the correct functioning of the vehicle system during the development and test phase, at production run and in series production You will be involved in the specification and development of new and modified electrical systems and components, which are part of the total electrical system of the vehicle and you take care of the documentation, which is required for developing diagnostics applications for production and dealer testing",Full-time,,https://nl.linkedin.com/jobs/view/senior-electrical-engineer-at-brunel-2330323750?refId=e2b1aab5-55f5-4252-8e2c-3b5d35e4dbd0&trackingId=6kG%2B1PKjPUNGcMEDPXCXHA%3D%3D&position=20&pageNum=0&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
24,31,electrical engineer,LinkedIn,2303063297,Electrical and/or Mechanical Design Engineer,cHp52lWu5CImGf3QRP2ZLw==,Trinamics,"Eindhoven, North Brabant, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Information Technology and Services', 'Computer Software']",Engineering,"Introduction, , Do you have a broad interest in technology and do you find it a challenge to be at the beginning of the design of various complex products for our versatile customers Then the job of Designer Electromechanics is made for you A job in which you fulfill a function and find great diversity in the customers and products that we develop for our customers, , Function, , As a Designer you will find it a challenge to be at the start of the design of electrical  electromechanical modules  machines for our clients You are part of the Electromechanics team within the Design  Engineering department and you participate in an internal project team That means that you are the link between the project leader, architect and other team members Together with around 35 fellow designers, you are responsible for the electromechanical part of the solution that we produce for and in consultation with our customers You maintain contact with customers in the context of assignments and you are regularly active at the customers house By asking the right questions, you get the customers wishes above the table so that we can produce a solution that meets the customers needs as much as possible In this position you also work together with the Mechanical and Embedded System team, , , , , , A Bachelor or University degree in Electrical Engineering, Electromechanics or Mechatronics, Relevant work experience in a position such as, for example, a designer, engineer or constructor, Good knowledge and experience with MS Office Word and Excel, Experience with Siemens NX or another 3D design package is an advantage, Good communication and writing skills in Dutch and English, Willing to perform your work on location at the customer, Available full time and able to start quickly, , Offer, , A competitive salary, Personal and professional development through courses, A nice working atmosphere, Nice benefits, such as discount on your health insurance and referal bonusses, You will be working in a multidisciplinary team, , Application, , Rick Schipperen 31 076548 73 73",Full-time,https://www.linkedin.com/jobs/view/externalApply/2303063297?url=http%3A%2F%2Ftrinamics%2Ecarerix%2Ecom%2Fcxportal%2Fjobdetails%2F8304%2FEindhoven%2FElectrical-and-or-Mechanical-Design-Engineer%2Ehtml&urlHash=v6lI&refId=7b8b9c4c-83a5-454b-9f46-6cc20c911f16&trackingId=cHp52lWu5CImGf3QRP2ZLw%3D%3D&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/electrical-and-or-mechanical-design-engineer-at-trinamics-2303063297?refId=7b8b9c4c-83a5-454b-9f46-6cc20c911f16&trackingId=cHp52lWu5CImGf3QRP2ZLw%3D%3D&position=6&pageNum=1&trk=public_jobs_job-result-card_result-card_full-click,1 day ago,1 day ago,2020-12-04,2020-12-05,No,No,0,0,0,0,0,0,en,,,,,,,,,
