,Data Row,Search Keyword,Platform,Job ID,Job Title,Tracking ID,Company Name,Location,Industry,Sector,Job Description,Employment Type,Company URL,Job URL,Job Age,Job Age Number,Job Date,Collection Date,Language,Type of ownership,Rating,Dutch Requirement,English Requirement,Gender_Female,Gender_Mixed,Gender_Male,Age_Older,Age_Mixed,Age_Younger,Gender_Num,Age_Num,Sector Code,% Female,% Male,% Older,% Younger,Gender,Age
35,488.0,ingenieurs,LinkedIn,2294483565,Pre-install Engineer,2bCojP/KQW20KD7YJPB6CQ==,ASML,"Veldhoven, North Brabant, Netherlands","['Mechanical or Industrial Engineering', 'Nanotechnology', 'Semiconductors']",Engineering,"Introduction, ASMLs Development and Engineering DE sector is responsible for the specification, design and integration of the ASML machines Within DE, the Machine Conditioning MC cluster is specialized in flow and thermal domains, The MC OCD Competence Center is responsible for four competences Fluid Layout and Infrastructure Design, High Pressure Systems, Dangerous Gasses and MC Preinstall, , Our mission is to increase efficiency and effectiveness in the Machine Conditioning Business Linededicated departments We do this by driving commonality within the MC cluster at technical competence level, As competence engineer MC preinstall you will be the technical interface for DE projects to deliver a high quality package of preinstall documentation, which enables our customers to successfully prepare their fabs for the installation of their ASML machine, , , , You will be responsible to deliver a documentation package to our endcustomers, which provides them all the information they need to install the facility supplies and connections for gasses and fluids, required to install and operate their new ASML machine, To do so you will need to interface technically with all DE projects using either gasses or fluids in their modules, to collect and combine this information in a single package This gives you the opportunity to learn about many different aspects of the latest ASML machines, without having to go very much in depth into any single topic You will need to challenge projects to ensure customer requirements are taken into account in the design, , Technical or scientific Masters or Bachelor, , , , Working experience in a similar role is preferred, , , , , , ASML creates the conditions that enable you to realize your full potential We provide stateoftheart facilities, opportunities to develop your talents, international career opportunities, a stimulating and inspiring environment, and most of all, the commitment of a company that recognizes and rewards outstanding performance, , , , We want to see an interesting motivation letter added for this position",Full-time,https://www.linkedin.com/jobs/view/externalApply/2294483565?url=https%3A%2F%2Fwww%2Easml%2Ecom%2Fen%2Fcareers%2Ffind-your-job%2F1%2F9%2F5%2Fpre-install-engineer-req19564%3Fppc%3DJBP-181&urlHash=xYBr&refId=c7f6ce0a-a47f-4772-8530-1d9ede8be194&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/pre-install-engineer-at-asml-2294483565?refId=c7f6ce0a-a47f-4772-8530-1d9ede8be194&position=13&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
36,496.0,ingenieurs,LinkedIn,2321556112,Optomechanical Engineer,d910nBAlTDGyeI2u2ZrHKQ==,Talent,"RotterdamThe Hague metropolitan area, South Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,Job Context  DutiesDevelop optical test proceduresConduct quality control analysisModel optical systemsDesign optical prototypesRecord test dataQualifications and experience requiredStrong motivation and open and positive attitudeStrong serviceoriented attitude and flexibilityAccuracy and attention to detailsSense of proactive initiative and team spiritExcellent analytical capabilities and problemsolving skills,Full-time,https://www.linkedin.com/jobs/view/externalApply/2321556112?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fd3d5f8d2-9b29-464a-a2ba-9d8fbba31931%3Fjid%3D4c38caa4522fa4a4e55bb846e6488c469dcc2bcc902df9986bd90211868dadc4%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=WEHz&refId=c7f6ce0a-a47f-4772-8530-1d9ede8be194&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/optomechanical-engineer-at-talent-2321556112?refId=c7f6ce0a-a47f-4772-8530-1d9ede8be194&position=21&pageNum=19&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
37,502.0,ingenieurs,LinkedIn,2323855653,E/I Engineer,9tRyKLziQZ2S7q7Ufm8ruw==,Teqoia,"Dordrecht, South Holland, Netherlands","['Electrical/', 'Electronic Manufacturing', 'Mechanical or Industrial Engineering', 'Oil & Energy']",Engineering,"The EI Engineer participates as a member of a larger technical organization to provide assistance for the various unit operations as unit needs dictate Other roles include providing unit support for continuing safety, environmental performance such as Process Hazard Analysis and other Process Safety Management support, and participation in area productivity and quality improvement teams You provide electrical and instrumentation support for the various unit operations You initiate and implement electrical and instrumentation initiatives which support process safety and reliability, environmental performance, asset productivity, business cost and revenue growth goals You serve on capital projects to provide basic data and electrical and instrumentation expertise, executing basic electrical and instrumentation engineering You implement, manage and verify detailed electrical and instrumentation engineering You lead EI projects from initiation to construction, implementation and startup You participate in Factory acceptance testing FATs and Location acceptance testing SATs, and you create and revise local procedures and standard corporate rules regarding electrical and instrumentation As an Engineer EI the prerequisites are",Full-time,https://www.linkedin.com/jobs/view/externalApply/2323855653?url=https%3A%2F%2Fwww%2Evacatures%2Enl%2Fvacature%2Fe-i-engineer%3A44392813%2F&urlHash=KvB6&refId=e291a6dd-3dca-4892-9e1c-b89277ec29fe&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/e-i-engineer-at-teqoia-2323855653?refId=e291a6dd-3dca-4892-9e1c-b89277ec29fe&position=2&pageNum=20&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
38,510.0,ingenieurs,LinkedIn,2321553527,Optoelectronic Engineer,5o/Y7n+GR3GlKnyDmqfL7g==,Talent,"RotterdamThe Hague metropolitan area, South Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,Job Context  DutiesConduct literature researchDevelop optical test proceduresPerform data analysisDevelop electronic test proceduresPerform scientific researchQualifications and experience requiredAccuracy and attention to detailsDrive for Results Ability to take personal responsibility and initiative for delivering high quality workStrong motivation and open and positive attitudeCustomer Focus Ability to meet the expectation and requirement of internal and external customersAnalysis and problem solving Ability to identify the critical facts in difficult issues and develop creative and practical solutions,Full-time,https://www.linkedin.com/jobs/view/externalApply/2321553527?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2Fee2e35a6-7443-41cc-a1bf-f0ae2712d575%3Fjid%3D7e38c325f95a383aa680c9543eba4ba204551aea2a2a7a4d8d7d0bf105f13038%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=LY-b&refId=e291a6dd-3dca-4892-9e1c-b89277ec29fe&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/optoelectronic-engineer-at-talent-2321553527?refId=e291a6dd-3dca-4892-9e1c-b89277ec29fe&position=10&pageNum=20&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
39,511.0,ingenieurs,LinkedIn,2319572184,Specification Engineer,lGV/ESGcQz+hD55BZqdHjA==,Nouvall,"Vlissingen, Zeeland, Netherlands","['Construction', 'Mechanical or Industrial Engineering', 'Oil & Energy']",Engineering,"The role As specification engineer you will be responsible for the accurate execution, reporting and documentation of the above tasks during basic engineering, detailed engineering and build phase of the ship at the yard You will report hierarchically to the line manager of the department and operationally to the project manager engineering of the project to which you are located to You will be consulting and supporting the purchasing department on technical matters Furthermore you support your colleagues on the yard during the building process of our vessels Key accountabilities",Contract,https://www.linkedin.com/jobs/view/externalApply/2319572184?url=https%3A%2F%2Fwww%2Evacatures%2Enl%2Fvacature%2Fspecification-engineer%3A44341935%2F&urlHash=1aJ_&refId=e291a6dd-3dca-4892-9e1c-b89277ec29fe&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/specification-engineer-at-nouvall-2319572184?refId=e291a6dd-3dca-4892-9e1c-b89277ec29fe&position=11&pageNum=20&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
40,512.0,ingenieurs,LinkedIn,2325421300,Photonics Engineer,C2iYCK4EScOj0d+F0DorEg==,Talent,"RotterdamThe Hague metropolitan area, South Holland, Netherlands","['Computer Networking', 'Computer & Network Security', 'Telecommunications']",Engineering,"Job Context  DutiesTest optical componentsModel optical systemsPrepare production prototypesReport analysis resultsDevelop optical test proceduresQualifications and experience requiredThe ability to carry out work efficiently and accurately, even under pressureCommitment to providing high quality support to colleagues and to meeting deadlinesSense of proactive initiative and team spiritStrong motivation and open and positive attitudeAn awareness of the need to handle confidential issues sensitively",Full-time,https://www.linkedin.com/jobs/view/externalApply/2325421300?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D5c8df2f6e452%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfddbcadd8dd8fadc9adaaddeaadagddaaadbfddc3debcdcefec3ddcg3e&urlHash=jeRw&refId=e291a6dd-3dca-4892-9e1c-b89277ec29fe&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/photonics-engineer-at-talent-2325421300?refId=e291a6dd-3dca-4892-9e1c-b89277ec29fe&position=12&pageNum=20&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
41,529.0,ingenieurs,LinkedIn,2306071679,Value Engineer - Amsterdam,92L/aUlyQYCNUjGENVJHgw==,project44,"Amsterdam, North Holland, Netherlands","['Marketing and Advertising', 'Logistics and Supply Chain', 'Internet']",Engineering,"Responsibilities What youll do, , Be the project44 trusted advisor for articulating business value models to prospects through the use of p44 platform Coordinate and lead endtoend value consulting engagements with prospects and customers to meet customers needs, progress sales cycles and drive revenue Lead discovery interviews andor value workshops with senior business and IT stakeholders, identifying specific opportunities for improvement from leveraging project444s capabilities Conduct quantitative and qualitative analysis, ROI modeling and benchmarking Align strategic business and technical objectives to improved business outcomes Articulate project44s business value proposition in a highly compelling manner Develop and deliver highly engaging presentations to senior business audiences Collaborate closely with enterprise account executives and solution engineers to ingrain value engineering in the sales process and also contribute to account plans Advance VE team thought leadership through contributing to building innovative, valuefocused tools, collateral and methodology Responsibilities may also include promoting value engineering externally via project44 marketing events and public conferences, , Requirements The experience you should have, , Fluent in English  another European language Preferable French, German 36 years experience in management consulting or valueled selling, working with an enterprise technology solution Strong consulting skillset structuring, investigationdiscovery, financial modeling, listening, communication and crafting highly impactful presentations Strong analytical and problemsolving skills ability to think creatively to drive results Excellent executive presentation and persuasion skills, with a proven ability to build highly compelling business cases for enterprise technology solutions that create customer consensus",Full-time,https://www.linkedin.com/jobs/view/externalApply/2306071679?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D687b288dd975%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfddacdd88dd9fade9ddeadd8add8gadcaadcfdd73de9cdcbfec3ddcg3e&urlHash=csrj&refId=87f9ba7c-d8ce-46b8-9a54-46a7c285c1f6&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/value-engineer-amsterdam-at-project44-2306071679?refId=87f9ba7c-d8ce-46b8-9a54-46a7c285c1f6&position=4&pageNum=21&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
42,538.0,ingenieurs,LinkedIn,2323454523,ACI Engineer - REMOTE Start,x3DICamxTu+f50kOGU0V6A==,GLO Comms,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Computer Networking', 'Staffing and Recruiting']",Engineering,"My client is an IT Service provider working with many endclients across the Netherlands They currently have a few projects getting under way and are looking for an ACI Engineer to join their team This will be a remote start due to COVID and will then switch to 2 days onsite, 3 days remote This will be a 12 month initial contract Responsibilities LLD Infrastructure build Deploymentmigration greenfield or brownfield Some highlevel troubleshooting Experience ReadWrite Dutch documentation 3 years ACI ACI deployment experience CCNP or CCIE level Scripting ansible, postman, python",Full-time,https://www.linkedin.com/jobs/view/externalApply/2323454523?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3Dab8697d59226%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfadfcade8dd8fdda9dd7add9aadcgddbadd7fdde3deecdcafec3ddcg3e&urlHash=9e2y&refId=87f9ba7c-d8ce-46b8-9a54-46a7c285c1f6&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/aci-engineer-remote-start-at-glo-comms-2323454523?refId=87f9ba7c-d8ce-46b8-9a54-46a7c285c1f6&position=13&pageNum=21&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
43,545.0,ingenieurs,LinkedIn,2218852588,FEM Engineer,E/hTJpNdQGCjWgYN06iVyA==,Multiengineering,"Zeeland, Netherlands","['Mechanical or Industrial Engineering', 'Shipbuilding', 'Outsourcing/', 'Offshoring']",Engineering,"MultiEngineering attaches a lot of importance to being a good employer, because satisfied employees are the key to a successful organization Within our family environment you work closely with your colleagues who have the drive to realize projects successfully We want to continue growing every day, and also offer you that opportunity We look at what the future will need and set our ambitions accordingly We attach importance to reliability, involvement, freedom and flexibility",Full-time,,https://nl.linkedin.com/jobs/view/fem-engineer-at-multi-engineering-2218852588?refId=87f9ba7c-d8ce-46b8-9a54-46a7c285c1f6&position=20&pageNum=21&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
44,546.0,ingenieurs,LinkedIn,2305963629,ASR Engineer - REMOTE Start,Lg3fIQ+hQYOT6B7Pg3L5xw==,GLO Comms,"Amsterdam, North Holland, Netherlands","['Information Technology and Services', 'Computer Networking', 'Staffing and Recruiting']",Engineering,"My client is an IT Service provider working with many endclients across the Netherlands They currently have a few projects getting under way and are looking for an ASR Engineer to join their team This will be a remote start due to COVID and will then switch to 2 days onsite, 3 days remote This will be a 12 month initial contract Responsibilities LLD Infrastructure build Deploymentmigration greenfield or brownfield Some highlevel troubleshooting Experience 57 years ASR ASR deployment experience CCIE Service Provider ideally Cisco DNA experience is beneficial",Full-time,https://www.linkedin.com/jobs/view/externalApply/2305963629?url=https%3A%2F%2Fneuvoo%2Enl%2Fjob%2Ephp%3Fid%3D3eca11ec22e4%26source%3Dlinkedin%26utm_source%3Dpartner%26utm_medium%3Dlinkedin%26puid%3Dfdddcadb8addfadf9ddfaddfaadbgaddaddefdde3aebcdccfec3ddcg3e&urlHash=QjvM&refId=87f9ba7c-d8ce-46b8-9a54-46a7c285c1f6&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/asr-engineer-remote-start-at-glo-comms-2305963629?refId=87f9ba7c-d8ce-46b8-9a54-46a7c285c1f6&position=21&pageNum=21&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
45,571.0,ingenieurs,LinkedIn,2321282406,SLP Engineer,LZtt3d0QR5ui4IQ/TaloGg==,Airswift,"Schiedam, South Holland, Netherlands","['Construction', 'Staffing and Recruiting', 'Oil & Energy']",Engineering,"Our client, a major offshore company, is looking for a Safety and Loss Prevention Engineer to work on a contract position in Schiedam, Netherlands, , Responsibilities",Contract,https://www.linkedin.com/jobs/view/externalApply/2321282406?url=https%3A%2F%2Fjobs%2Eairswift%2Ecom%2Fjob%2Fslp-engineer-resource-center&urlHash=uAoB&refId=4e03ab9b-5ea5-4cd4-b65a-1cd2c84de26d&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/slp-engineer-at-airswift-2321282406?refId=4e03ab9b-5ea5-4cd4-b65a-1cd2c84de26d&position=21&pageNum=22&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
46,598.0,ingenieurs,LinkedIn,2321600706,Value Engineer,nVOzhYh0Sy26orMR8oA57Q==,project44,"Amsterdam, North Holland, Netherlands",['Mechanical or Industrial Engineering'],Engineering,"Responsibilities What youll do Be the project44 trusted advisor for articulating business value models to prospects through the use of p44 platform Coordinate and lead endtoend value consulting engagements with prospects and customers to meet customers needs, progress sales cycles and drive revenue Lead discovery interviews andor value workshops with senior business and IT stakeholders, identifying specific opportunities for improvement from leveraging project444s capabilities Conduct quantitative and qualitative analysis, ROI modeling and benchmarking Align strategic business and technical objectives to improved business outcomes Articulate project44s business value proposition in a highly compelling manner Develop and deliver highly engaging presentations to senior business audiences Collaborate closely with enterprise account executives and solution engineers to ingrain value engineering in the sales process and also contribute to account plans Advance VE team thought leadership through contributing to building innovative, valuefocused tools, collateral and methodology Responsibilities may also include promoting value engineering externally via project44 marketing events and public conferences Requirements The experience you should have Fluent in English  another European language Preferable French, German 36 years experience in management consulting or valueled selling, working with an enterprise technology solution Strong consulting skillset structuring, investigationdiscovery, financial modeling, listening, communication and crafting highly impactful presentations Strong analytical and problemsolving skills ability to think creatively to drive results Excellent executive presentation and persuasion skills, with a proven ability to build highly compelling business cases for enterprise technology solutions that create customer consensus",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321600706?url=https%3A%2F%2Fjoblift%2Enl%2Fdetails%2F79d07eb5-8a6b-477e-a6eb-07587f01d24b%3Fjid%3Da31f6f93e7d1500bf2657908ffc5e1758892f0962cdb598ee005ad42c750f86c%26utm_source%3Dlinkedin_nl%26utm_medium%3Dexternal_feed%26utm_campaign%3D126&urlHash=E-_2&refId=59416a9d-3ba1-4ed0-bd45-751a56c988b3&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/value-engineer-at-project44-2321600706?refId=59416a9d-3ba1-4ed0-bd45-751a56c988b3&position=23&pageNum=23&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
47,603.0,ingenieurs,LinkedIn,2273071649,ING - (Senior) Project Leader Corporate Strategy,ANU8gPTuR1isIkephwFjzg==,Top of Minds,"Amsterdam, North Holland, Netherlands",['Banking'],Project Management,"For whom, Experienced Engagement Manager  Project Leader at toptier strategy consulting firm, At least one year spent in a managerlevel role, Indepth knowledge of one or more financial services topics",Full-time,https://www.linkedin.com/jobs/view/externalApply/2273071649?url=https%3A%2F%2Ftopofminds%2Ecom%2Fen%2Fvacancy-senior-project-leader-corporate-strategy-ing%2F%3Futm_source%3Dlinkedin%26utm_medium%3DSocial%26utm_campaign%3D%28Senior%29_Project_Leader_Corporate_Strategy_Ing%26utm_content%3DJobs&urlHash=OITD&refId=b32beb30-0089-4712-8853-daa5d307ebed&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/ing-senior-project-leader-corporate-strategy-at-top-of-minds-2273071649?refId=b32beb30-0089-4712-8853-daa5d307ebed&position=3&pageNum=24&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
48,613.0,ingenieurs,LinkedIn,2244949361,CQV Engineers,rQ9sV4KVRrSTFMzXcVQc5A==,Hyde Engineering  Consulting,"Boxmeer, North Brabant, Netherlands","['Mechanical or Industrial Engineering', 'Biotechnology', 'Pharmaceuticals']",Consulting,"Hyde Engineering  Consulting is a global design and consulting organization providing process system design, commissioning and validation, FDA compliance, and stateoftheart cleaning technologies to pharmaceutical, bioprocess and other regulated process industries for two decades, , Hyde Engineering  Consulting requires a team of CQV Engineers to represent Global Engineering department within our Clients organization and will be responsible for managing and coordinating all CQV activities within the investment projects to deliver commissioned and qualified systems that meet cGMP and user requirements We are looking for support in the following teams Component Prep and Formulation, Syringe Filling Line and Vial Filling Line",Full-time,,https://nl.linkedin.com/jobs/view/cqv-engineers-at-hyde-engineering-%2B-consulting-2244949361?refId=b32beb30-0089-4712-8853-daa5d307ebed&position=13&pageNum=24&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
49,630.0,ingenieurs,LinkedIn,2220501701,Designated Engineer,5GlgmUSdRXS/Vv7FbarhcQ==,Palo Alto Networks,"Amsterdam, North Holland, Netherlands",['Computer & Network Security'],Engineering,"Company Description, , At Palo Alto Networks everything starts and ends with our mission Being the cybersecurity partner of choice, protecting our digital way of life We are a company built on the foundation of challenging and disrupting the way things are done, and we are looking for innovators who are as committed to shaping the future of cybersecurity as we are, , , , , , At Palo Alto Networks everything starts and ends with our mission, , Being the cybersecurity partner of choice, protecting our digital way of life, , We have the vision of a world where each day is safer and more secure than the one before These arent easy goals to accomplish  but were not here for easy Were here for better We are a company built on the foundation of challenging and disrupting the way things are done, and were looking for innovators who are as committed to shaping the future of cybersecurity as we are, , , , Our methodology is first class support Weve been recognized for it as an industry leader and were dedicated to continuing this standard In this role, you will work with our technical account managers to personalize our customers experience You will learn your clients business objectives in and out within their technical environment and focus on mitigating risks and resolving any technical issues in their networks Youre close to the deployment of cybersecurity solutions  and we need you to recognize risks before they arise You get a thrill from seeking out complex issues and find their resolutions  and you dont wait for those issues to be escalated from our clients Instead, you find them Youll be working hand in hand with our developers to reproduce the issues you find and develop permanent solutions to prevent them in the future, , , , , , , , Additional Information, , , , Our technical support team is critical to our success and mission As part of this team, you enable customer success by providing support to clients after they have purchased our products Our dedication to our customers doesnt stop once they sign  it evolves As threats and technology change, we stay in step to accomplish our mission, , Youll be involved in implementing new products, transitioning from old products to new, and will fix integrations and critical issues as they are raised  in fact, youll seek them out to ensure our clients are safely supported We fix and identify technical problems, with a pointed focus of providing the best customer support in the industry, , , , Were trailblazers that dream big, take risks, and challenge cybersecuritys status quo Its simple we cant accomplish our mission without diverse teams innovating, together, , We are committed to providing reasonable accommodations for all qualified individuals with a disability If you require assistance or accommodation due to a disability or special need, please contact us at email protected, , Palo Alto Networks is an equal opportunity employer We celebrate diversity in our workplace, and all qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran status, race, religion, sex including pregnancy, sexual orientation, or other legally protected characteristics",Full-time,,https://nl.linkedin.com/jobs/view/designated-engineer-at-palo-alto-networks-2220501701?refId=71b0f81d-fc8b-417f-8780-4ceb931fa069&position=5&pageNum=25&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
50,644.0,ingenieurs,LinkedIn,2321102297,Infra Engineer – Rotterdam,/l0Z9VUiQamtl9eMV0HT+g==,Sterksen,"Rotterdam, South Holland, Netherlands",['Information Technology and Services'],Information Technology,"We are looking for a knowledgeable Infrastructure Engineer in general a specialist in Server hardware, UCS management, Monitoring, VMware Virtualization The Infrastructure Engineer will play an important role in ensuring stability, integrity and continuity of the inhouse information systems that support core organizational functionality In this position, you will be part of a small team to focus on the campus infrastructure and twin datacenters  You develop and improve these services, which includes thinking along and advising on the design and changes in the technical infrastructure and new components in information systems, including solving thirdline disruptions and incidents, , , , Our worldleading, fully integrated agriculture network connects producers and consumers to supply sustainable, traceable and qualitycontrolled agricultural products With our talented people, decades of experience and diverse capabilities, we offer innovative solutions to open pathways and create value for customers through our supply chains As a responsible longterm business, we will continue to invest in and develop our network, allowing us to meet the needs of a growing world Together, we are stronger and achieve more, , This vacancy is part of our Global IT Headquarters, located in Rotterdam, The Netherlands We have more than 150 IT employees in Rotterdam, divided over 8 main teams PMOOffice, Business Intelligence, Global IT Operations, Security, Global Application Development, Global Application Support, Center of Expertise SAP and Enterprise Architecture, , Viterra is facing the challenge of a significant IT landscape change The landscape of infrastructure and systems are being transitioned to a next maturity level to ensure to be ready for the future, , , , We are looking for a knowledgeable Infrastructure Engineer in general a specialist in Server hardware, UCS management, Monitoring, VMware Virtualization The Infrastructure Engineer will play an important role in ensuring stability, integrity and continuity of the inhouse information systems that support core organizational functionality In this position, you will be part of a small team to focus on the campus infrastructure and twin datacenters  You develop and improve these services, which includes thinking along and advising on the design and changes in the technical infrastructure and new components in information systems, including solving thirdline disruptions and incidents, , Main responsibilities, , , , For this position, we are looking for someone who is, , , In this responsible and accurate role, we require, , , , , , , , , Viterra is an exciting and challenging place to work, with many opportunities to develop your skills and your career We are located in over 35 countries and employing over 13000 people worldwide You will work in an informal and international orientated team, and be part of an organization that offers room for personal growth As well as this, we offer",Full-time,https://www.linkedin.com/jobs/view/externalApply/2321102297?url=https%3A%2F%2Fsterksen%2Ecom%2Fvacature%2Finfra-engineer-rotterdam%2F&urlHash=2O_1&refId=71b0f81d-fc8b-417f-8780-4ceb931fa069&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/infra-engineer-%E2%80%93-rotterdam-at-sterksen-2321102297?refId=71b0f81d-fc8b-417f-8780-4ceb931fa069&position=19&pageNum=25&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
51,648.0,ingenieurs,LinkedIn,2326357596,Senior Engineer E&A,sSIGv57lQoSA4wTaQWqfzA==,Chain Technical Professionals,"Rotterdam, South Holland, Netherlands","['Architecture & Planning', 'Civil Engineering', 'Mechanical or Industrial Engineering']",Engineering,"Experienced Engineer EA in the field of shipbuilding and looking for a lead position where you must be involved in all engineering phases Chain Technical Professionals offers you this step Job Description As a Senior Engineer you will be part of a team involved in the process from proposal to commissioning of electrical and automation systems Your technical knowledge and communication skills are needed for managing vendors, getting specs clear and during the basic engineering",Full-time,https://www.linkedin.com/jobs/view/externalApply/2326357596?url=https%3A%2F%2Fwww%2Evacatures%2Enl%2Fvacature%2Fsenior-engineer-e-en-a%3A44344004%2F&urlHash=o4Ix&refId=71b0f81d-fc8b-417f-8780-4ceb931fa069&trk=public_jobs_apply-link-offsite,https://nl.linkedin.com/jobs/view/senior-engineer-e-a-at-chain-technical-professionals-2326357596?refId=71b0f81d-fc8b-417f-8780-4ceb931fa069&position=23&pageNum=25&trk=public_jobs_job-result-card_result-card_full-click,4 days ago,4 days ago,2020-11-26,2020-11-30,en,,,No,No,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
